survey_id,survey_reference,farmer_id,farm_id,scheme_id,crop_name,reason_for_survey,incident_type,incident_date,survey_date,sowing_date,loss_percentage,compensation_amount,weather_score,ndvi_drop,ai_confidence,fraud_risk_score,status
3107,SURVEY-0003107,1311,2643,3,Cotton,Pest Attack,DROUGHT,2026-02-25,2026-05-13,2025-06-15,31,40500,86.71,32.93,84.27,42,FIELD_VERIFIED
3108,SURVEY-0003108,355,704,3,Cotton,Flood Damage,FLOOD,2026-04-10,2026-05-13,2025-06-15,53,65632,39.23,36.98,55.72,24,FIELD_VERIFIED
3109,SURVEY-0003109,940,1880,4,Soybean,Flood Damage,FLOOD,2026-05-11,2026-05-13,2025-06-15,50,85223,94.96,30.79,55.25,3,UNDER_REVIEW
3110,SURVEY-0003110,1955,3952,1,Bajra,Pest Attack,ATIVRUSHTI,2026-04-14,2026-05-13,2025-06-15,41,69515,91.35,15.67,93.7,16,SUBMITTED
3111,SURVEY-0003111,502,1000,1,Bajra,Pest Attack,ATIVRUSHTI,2026-02-15,2026-05-13,2025-06-15,23,56028,62.33,50.81,90.63,9,UNDER_REVIEW
3112,SURVEY-0003112,1169,2345,3,Cotton,Drought,ATIVRUSHTI,2026-03-12,2026-05-13,2025-06-15,42,45649,97.96,38.79,79.72,29,FIELD_VERIFIED
3113,SURVEY-0003113,1691,3417,4,Sugarcane,Pest Attack,ATIVRUSHTI,2026-04-29,2026-05-13,2025-06-15,34,70316,38.4,68.27,93.25,9,SUBMITTED
3114,SURVEY-0003114,1101,2203,3,Cotton,Pest Attack,PEST_ATTACK,2026-04-19,2026-05-13,2025-06-15,62,37120,39.23,81.42,65.15,39,UNDER_REVIEW
3115,SURVEY-0003115,1487,3000,2,Soybean,Flood Damage,ATIVRUSHTI,2026-03-21,2026-05-13,2025-06-15,27,21066,55.93,90.5,76.78,41,SUBMITTED
3116,SURVEY-0003116,679,1351,2,Bajra,Drought,ATIVRUSHTI,2026-03-10,2026-05-13,2025-06-15,48,5245,61.75,59.36,80.87,26,UNDER_REVIEW
3117,SURVEY-0003117,65,121,4,Cotton,Flood Damage,PEST_ATTACK,2026-03-03,2026-05-13,2025-06-15,73,71245,83.85,82.14,98.25,85,APPROVED
3118,SURVEY-0003118,604,1187,4,Soybean,Flood Damage,FLOOD,2026-04-03,2026-05-13,2025-06-15,27,89550,36.3,23.48,77.53,39,FIELD_VERIFIED
3119,SURVEY-0003119,1824,3677,3,Bajra,Flood Damage,ATIVRUSHTI,2026-03-30,2026-05-13,2025-06-15,33,9866,74.1,47.17,81.32,9,REJECTED
3120,SURVEY-0003120,1610,3257,1,Sugarcane,Heavy Rainfall,DROUGHT,2026-05-11,2026-05-13,2025-06-15,55,11403,14.49,21.94,59.38,28,SUBMITTED
3121,SURVEY-0003121,323,637,2,Soybean,Heavy Rainfall,FLOOD,2026-02-20,2026-05-13,2025-06-15,7,31316,75.76,32.83,58.0,24,APPROVED
3122,SURVEY-0003122,369,730,4,Sugarcane,Drought,PEST_ATTACK,2026-04-20,2026-05-13,2025-06-15,24,47054,13.61,58.47,72.34,37,FIELD_VERIFIED
3123,SURVEY-0003123,1383,2787,4,Cotton,Pest Attack,PEST_ATTACK,2026-04-08,2026-05-13,2025-06-15,94,89498,27.84,81.09,93.03,78,UNDER_REVIEW
3124,SURVEY-0003124,1304,2623,3,Soybean,Drought,PEST_ATTACK,2026-05-02,2026-05-13,2025-06-15,33,57566,8.31,34.1,61.42,25,FIELD_VERIFIED
3125,SURVEY-0003125,1130,2268,2,Cotton,Drought,FLOOD,2026-05-04,2026-05-13,2025-06-15,19,74622,85.63,87.96,72.62,14,SUBMITTED
3126,SURVEY-0003126,583,1155,4,Tur,Drought,DROUGHT,2026-04-14,2026-05-13,2025-06-15,18,25981,53.67,78.04,69.81,31,SUBMITTED
3127,SURVEY-0003127,337,667,2,Bajra,Flood Damage,DROUGHT,2026-04-06,2026-05-13,2025-06-15,57,62558,32.8,13.48,94.57,14,APPROVED
3128,SURVEY-0003128,1512,3046,4,Sugarcane,Pest Attack,FLOOD,2026-04-04,2026-05-13,2025-06-15,59,40799,69.12,53.49,65.31,14,SUBMITTED
3129,SURVEY-0003129,1528,3078,1,Cotton,Flood Damage,FLOOD,2026-03-05,2026-05-13,2025-06-15,56,35027,77.85,79.21,86.83,35,UNDER_REVIEW
3130,SURVEY-0003130,37,71,1,Tur,Pest Attack,ATIVRUSHTI,2026-02-15,2026-05-13,2025-06-15,64,52601,75.87,24.99,57.57,33,UNDER_REVIEW
3131,SURVEY-0003131,1848,3735,2,Tur,Heavy Rainfall,ATIVRUSHTI,2026-03-18,2026-05-13,2025-06-15,51,5474,92.72,5.51,63.64,14,APPROVED
3132,SURVEY-0003132,1319,2658,1,Soybean,Drought,FLOOD,2026-03-11,2026-05-13,2025-06-15,26,55895,58.11,86.68,96.52,16,FIELD_VERIFIED
3133,SURVEY-0003133,277,543,3,Sugarcane,Flood Damage,PEST_ATTACK,2026-04-12,2026-05-13,2025-06-15,55,71962,44.77,90.67,75.6,27,SUBMITTED
3134,SURVEY-0003134,61,113,1,Soybean,Flood Damage,PEST_ATTACK,2026-03-08,2026-05-13,2025-06-15,78,25389,52.69,48.81,74.0,83,APPROVED
3135,SURVEY-0003135,541,1077,4,Soybean,Flood Damage,PEST_ATTACK,2026-02-22,2026-05-13,2025-06-15,95,20143,46.37,72.59,87.2,91,FIELD_VERIFIED
3136,SURVEY-0003136,927,1854,2,Cotton,Heavy Rainfall,PEST_ATTACK,2026-02-12,2026-05-13,2025-06-15,56,25905,15.16,94.43,90.66,44,REJECTED
3137,SURVEY-0003137,570,1133,3,Bajra,Heavy Rainfall,ATIVRUSHTI,2026-04-11,2026-05-13,2025-06-15,29,98406,62.09,29.83,66.94,44,APPROVED
3138,SURVEY-0003138,1030,2055,3,Tur,Flood Damage,ATIVRUSHTI,2026-04-19,2026-05-13,2025-06-15,34,79148,87.91,26.29,72.85,33,REJECTED
3139,SURVEY-0003139,1336,2694,1,Cotton,Heavy Rainfall,ATIVRUSHTI,2026-04-23,2026-05-13,2025-06-15,65,58829,11.09,78.67,68.04,8,UNDER_REVIEW
3140,SURVEY-0003140,899,1795,2,Sugarcane,Drought,ATIVRUSHTI,2026-02-25,2026-05-13,2025-06-15,40,10088,31.73,76.43,83.6,26,SUBMITTED
3141,SURVEY-0003141,801,1592,3,Tur,Pest Attack,ATIVRUSHTI,2026-04-26,2026-05-13,2025-06-15,35,86991,26.44,65.03,59.56,40,APPROVED
3142,SURVEY-0003142,712,1410,1,Sugarcane,Pest Attack,PEST_ATTACK,2026-04-22,2026-05-13,2025-06-15,23,22850,66.57,26.16,96.89,33,FIELD_VERIFIED
3143,SURVEY-0003143,854,1698,1,Tur,Pest Attack,ATIVRUSHTI,2026-04-23,2026-05-13,2025-06-15,19,17339,27.57,45.17,84.35,32,UNDER_REVIEW
3144,SURVEY-0003144,1088,2177,3,Tur,Flood Damage,DROUGHT,2026-04-10,2026-05-13,2025-06-15,90,95346,48.39,17.47,56.06,98,FIELD_VERIFIED
3145,SURVEY-0003145,1518,3055,3,Soybean,Flood Damage,ATIVRUSHTI,2026-04-29,2026-05-13,2025-06-15,21,29817,38.03,76.19,83.75,1,APPROVED
3146,SURVEY-0003146,1234,2472,3,Bajra,Pest Attack,FLOOD,2026-03-13,2026-05-13,2025-06-15,23,14162,54.53,17.23,82.7,26,UNDER_REVIEW
3147,SURVEY-0003147,222,438,2,Cotton,Drought,FLOOD,2026-04-11,2026-05-13,2025-06-15,28,42563,75.64,25.71,61.78,7,SUBMITTED
3148,SURVEY-0003148,230,452,4,Bajra,Drought,ATIVRUSHTI,2026-03-12,2026-05-13,2025-06-15,8,63471,71.29,73.39,81.92,9,APPROVED
3149,SURVEY-0003149,1895,3827,3,Bajra,Drought,FLOOD,2026-03-15,2026-05-13,2025-06-15,50,57230,84.4,19.62,98.11,30,UNDER_REVIEW
3150,SURVEY-0003150,1267,2547,4,Tur,Heavy Rainfall,PEST_ATTACK,2026-02-19,2026-05-13,2025-06-15,91,14484,83.42,91.68,75.17,82,SUBMITTED
3151,SURVEY-0003151,173,333,4,Soybean,Flood Damage,FLOOD,2026-02-13,2026-05-13,2025-06-15,53,7793,64.39,49.1,66.16,39,UNDER_REVIEW
3152,SURVEY-0003152,1015,2020,3,Tur,Pest Attack,FLOOD,2026-03-24,2026-05-13,2025-06-15,56,20332,16.67,82.71,90.25,24,UNDER_REVIEW
3153,SURVEY-0003153,1672,3376,3,Soybean,Drought,FLOOD,2026-04-24,2026-05-13,2025-06-15,34,34191,99.02,80.51,77.65,28,UNDER_REVIEW
3154,SURVEY-0003154,836,1661,2,Bajra,Drought,ATIVRUSHTI,2026-04-26,2026-05-13,2025-06-15,11,48488,54.17,15.71,67.76,6,APPROVED
3155,SURVEY-0003155,1746,3528,2,Soybean,Drought,DROUGHT,2026-02-12,2026-05-13,2025-06-15,38,38109,44.49,76.71,92.41,4,REJECTED
3156,SURVEY-0003156,1788,3608,3,Bajra,Heavy Rainfall,ATIVRUSHTI,2026-03-25,2026-05-13,2025-06-15,19,23772,84.11,13.76,60.43,19,REJECTED
3157,SURVEY-0003157,757,1505,1,Bajra,Flood Damage,ATIVRUSHTI,2026-03-16,2026-05-13,2025-06-15,34,16727,73.16,53.07,92.56,38,UNDER_REVIEW
3158,SURVEY-0003158,407,811,1,Cotton,Heavy Rainfall,ATIVRUSHTI,2026-04-14,2026-05-13,2025-06-15,92,71772,51.13,79.39,91.01,94,FIELD_VERIFIED
3159,SURVEY-0003159,155,293,4,Sugarcane,Pest Attack,PEST_ATTACK,2026-04-11,2026-05-13,2025-06-15,59,98809,14.15,12.24,71.36,43,FIELD_VERIFIED
3160,SURVEY-0003160,164,312,1,Tur,Flood Damage,FLOOD,2026-04-02,2026-05-13,2025-06-15,83,21819,26.6,63.94,57.46,78,UNDER_REVIEW
3161,SURVEY-0003161,864,1719,4,Bajra,Pest Attack,ATIVRUSHTI,2026-03-17,2026-05-13,2025-06-15,11,16535,89.49,44.37,71.37,4,FIELD_VERIFIED
3162,SURVEY-0003162,739,1465,3,Cotton,Flood Damage,DROUGHT,2026-04-05,2026-05-13,2025-06-15,43,16506,80.38,69.44,94.98,32,SUBMITTED
3163,SURVEY-0003163,380,757,3,Cotton,Heavy Rainfall,PEST_ATTACK,2026-02-27,2026-05-13,2025-06-15,51,62690,26.84,76.2,94.06,21,APPROVED
3164,SURVEY-0003164,1776,3586,2,Soybean,Flood Damage,FLOOD,2026-04-08,2026-05-13,2025-06-15,51,92968,86.97,50.29,83.08,11,FIELD_VERIFIED
3165,SURVEY-0003165,1600,3232,2,Cotton,Flood Damage,ATIVRUSHTI,2026-03-05,2026-05-13,2025-06-15,54,49704,21.44,25.48,84.17,44,FIELD_VERIFIED
3166,SURVEY-0003166,1904,3843,2,Soybean,Flood Damage,PEST_ATTACK,2026-03-25,2026-05-13,2025-06-15,88,70975,94.83,46.95,92.52,76,REJECTED
3167,SURVEY-0003167,1972,3983,2,Sugarcane,Drought,PEST_ATTACK,2026-03-31,2026-05-13,2025-06-15,44,26687,68.9,16.4,78.44,42,REJECTED
3168,SURVEY-0003168,1465,2956,4,Bajra,Heavy Rainfall,ATIVRUSHTI,2026-04-21,2026-05-13,2025-06-15,48,63941,12.42,85.79,80.22,42,FIELD_VERIFIED
3169,SURVEY-0003169,1265,2542,4,Cotton,Pest Attack,FLOOD,2026-03-21,2026-05-13,2025-06-15,14,52056,67.94,10.42,67.42,23,APPROVED
3170,SURVEY-0003170,1375,2770,4,Sugarcane,Heavy Rainfall,ATIVRUSHTI,2026-04-28,2026-05-13,2025-06-15,57,66486,82.38,21.53,58.28,9,FIELD_VERIFIED
3171,SURVEY-0003171,992,1980,3,Soybean,Drought,ATIVRUSHTI,2026-05-12,2026-05-13,2025-06-15,35,30900,22.63,66.81,93.93,6,APPROVED
3172,SURVEY-0003172,1977,3996,3,Tur,Drought,ATIVRUSHTI,2026-03-31,2026-05-13,2025-06-15,95,56703,88.26,77.57,77.33,94,SUBMITTED
3173,SURVEY-0003173,904,1808,2,Sugarcane,Drought,ATIVRUSHTI,2026-03-26,2026-05-13,2025-06-15,80,19077,59.36,79.88,79.34,89,UNDER_REVIEW
3174,SURVEY-0003174,907,1812,4,Tur,Pest Attack,ATIVRUSHTI,2026-03-24,2026-05-13,2025-06-15,64,16691,27.32,78.33,66.99,26,REJECTED
3175,SURVEY-0003175,808,1609,3,Sugarcane,Pest Attack,DROUGHT,2026-05-07,2026-05-13,2025-06-15,20,89074,69.25,18.61,61.33,13,UNDER_REVIEW
3176,SURVEY-0003176,1765,3565,3,Soybean,Heavy Rainfall,DROUGHT,2026-03-28,2026-05-13,2025-06-15,92,94407,31.75,73.34,78.29,88,FIELD_VERIFIED
3177,SURVEY-0003177,161,305,3,Cotton,Heavy Rainfall,FLOOD,2026-04-10,2026-05-13,2025-06-15,19,68093,13.68,5.85,97.87,28,FIELD_VERIFIED
3178,SURVEY-0003178,601,1181,4,Cotton,Drought,DROUGHT,2026-02-25,2026-05-13,2025-06-15,61,49623,52.87,28.46,67.34,39,UNDER_REVIEW
3179,SURVEY-0003179,33,61,4,Sugarcane,Flood Damage,ATIVRUSHTI,2026-03-03,2026-05-13,2025-06-15,95,37549,31.14,9.18,73.64,71,APPROVED
3180,SURVEY-0003180,278,545,3,Sugarcane,Heavy Rainfall,DROUGHT,2026-04-01,2026-05-13,2025-06-15,41,78218,81.57,41.23,60.28,4,APPROVED
3181,SURVEY-0003181,674,1341,1,Bajra,Flood Damage,FLOOD,2026-04-15,2026-05-13,2025-06-15,6,72971,31.66,35.52,92.29,6,UNDER_REVIEW
3182,SURVEY-0003182,1562,3153,1,Soybean,Pest Attack,DROUGHT,2026-04-21,2026-05-13,2025-06-15,56,49696,96.33,15.35,85.15,19,APPROVED
3183,SURVEY-0003183,426,845,3,Cotton,Flood Damage,PEST_ATTACK,2026-03-28,2026-05-13,2025-06-15,20,9461,71.1,7.47,55.86,15,REJECTED
3184,SURVEY-0003184,746,1477,4,Bajra,Heavy Rainfall,PEST_ATTACK,2026-03-05,2026-05-13,2025-06-15,52,35437,77.73,5.18,68.12,18,FIELD_VERIFIED
3185,SURVEY-0003185,819,1627,3,Cotton,Heavy Rainfall,PEST_ATTACK,2026-04-27,2026-05-13,2025-06-15,20,51793,43.75,62.95,64.08,24,APPROVED
3186,SURVEY-0003186,492,980,4,Cotton,Drought,ATIVRUSHTI,2026-03-25,2026-05-13,2025-06-15,25,10162,12.16,5.16,64.15,29,REJECTED
3187,SURVEY-0003187,1660,3353,2,Bajra,Drought,FLOOD,2026-03-06,2026-05-13,2025-06-15,34,69497,43.66,87.82,80.92,12,FIELD_VERIFIED
3188,SURVEY-0003188,642,1270,2,Tur,Drought,ATIVRUSHTI,2026-03-03,2026-05-13,2025-06-15,13,50399,46.2,48.26,95.52,29,UNDER_REVIEW
3189,SURVEY-0003189,376,748,1,Soybean,Drought,DROUGHT,2026-02-17,2026-05-13,2025-06-15,80,83563,68.28,26.31,68.52,96,APPROVED
3190,SURVEY-0003190,196,378,3,Bajra,Drought,DROUGHT,2026-03-18,2026-05-13,2025-06-15,82,38240,84.05,11.96,66.16,81,REJECTED
3191,SURVEY-0003191,1427,2881,4,Sugarcane,Heavy Rainfall,ATIVRUSHTI,2026-04-18,2026-05-13,2025-06-15,9,93520,16.93,65.89,94.11,22,REJECTED
3192,SURVEY-0003192,602,1183,4,Bajra,Heavy Rainfall,FLOOD,2026-04-11,2026-05-13,2025-06-15,40,46860,25.17,20.18,87.21,30,APPROVED
3193,SURVEY-0003193,667,1326,4,Bajra,Heavy Rainfall,DROUGHT,2026-04-05,2026-05-13,2025-06-15,19,24701,17.94,21.2,74.47,21,REJECTED
3194,SURVEY-0003194,552,1096,1,Soybean,Flood Damage,PEST_ATTACK,2026-03-03,2026-05-13,2025-06-15,29,89856,24.17,14.59,74.96,9,REJECTED
3195,SURVEY-0003195,1370,2761,3,Bajra,Flood Damage,ATIVRUSHTI,2026-03-07,2026-05-13,2025-06-15,64,73073,55.38,90.27,83.49,25,UNDER_REVIEW
3196,SURVEY-0003196,1310,2641,4,Bajra,Heavy Rainfall,DROUGHT,2026-02-24,2026-05-13,2025-06-15,90,48935,75.87,24.73,69.52,87,APPROVED
3197,SURVEY-0003197,1042,2081,3,Tur,Flood Damage,FLOOD,2026-04-14,2026-05-13,2025-06-15,18,64634,22.81,81.0,70.12,37,FIELD_VERIFIED
3198,SURVEY-0003198,1839,3712,2,Soybean,Flood Damage,DROUGHT,2026-05-02,2026-05-13,2025-06-15,88,99538,88.07,9.41,63.83,93,UNDER_REVIEW
3199,SURVEY-0003199,1984,4012,2,Bajra,Flood Damage,ATIVRUSHTI,2026-04-30,2026-05-13,2025-06-15,38,67806,44.64,53.49,74.97,24,REJECTED
3200,SURVEY-0003200,1129,2267,4,Cotton,Drought,FLOOD,2026-03-23,2026-05-13,2025-06-15,34,59450,31.49,84.73,80.77,35,UNDER_REVIEW
3201,SURVEY-0003201,1541,3108,3,Sugarcane,Flood Damage,DROUGHT,2026-04-28,2026-05-13,2025-06-15,77,88607,73.48,15.47,76.5,83,SUBMITTED
3202,SURVEY-0003202,921,1842,4,Cotton,Heavy Rainfall,DROUGHT,2026-03-13,2026-05-13,2025-06-15,95,27976,34.56,70.68,68.19,84,UNDER_REVIEW
3203,SURVEY-0003203,710,1406,4,Sugarcane,Pest Attack,FLOOD,2026-04-07,2026-05-13,2025-06-15,19,51947,67.73,91.13,62.09,9,APPROVED
3204,SURVEY-0003204,1479,2979,1,Cotton,Drought,FLOOD,2026-02-12,2026-05-13,2025-06-15,51,80370,39.16,45.24,68.58,5,REJECTED
3205,SURVEY-0003205,61,112,4,Cotton,Drought,DROUGHT,2026-02-18,2026-05-13,2025-06-15,49,82659,80.24,47.2,59.89,1,APPROVED
3206,SURVEY-0003206,222,437,3,Soybean,Flood Damage,DROUGHT,2026-04-11,2026-05-13,2025-06-15,37,77337,60.31,19.93,77.13,17,FIELD_VERIFIED
3207,SURVEY-0003207,727,1442,3,Bajra,Heavy Rainfall,DROUGHT,2026-03-22,2026-05-13,2025-06-15,88,73458,12.89,82.66,83.0,76,UNDER_REVIEW
3208,SURVEY-0003208,550,1093,1,Tur,Heavy Rainfall,FLOOD,2026-03-08,2026-05-13,2025-06-15,39,51788,79.28,55.23,90.42,1,UNDER_REVIEW
3209,SURVEY-0003209,1339,2698,1,Soybean,Pest Attack,ATIVRUSHTI,2026-02-26,2026-05-13,2025-06-15,79,83194,43.29,24.31,75.49,82,REJECTED
3210,SURVEY-0003210,189,367,3,Cotton,Pest Attack,FLOOD,2026-02-26,2026-05-13,2025-06-15,51,84962,95.22,28.27,81.8,26,SUBMITTED
3211,SURVEY-0003211,1101,2205,3,Tur,Flood Damage,FLOOD,2026-03-04,2026-05-13,2025-06-15,25,75468,14.53,26.35,68.86,1,REJECTED
3212,SURVEY-0003212,1657,3345,1,Bajra,Drought,FLOOD,2026-02-19,2026-05-13,2025-06-15,40,53921,9.92,42.41,92.21,27,SUBMITTED
3213,SURVEY-0003213,1953,3947,3,Soybean,Flood Damage,FLOOD,2026-03-03,2026-05-13,2025-06-15,74,20379,33.32,69.05,77.71,64,SUBMITTED
3214,SURVEY-0003214,1290,2594,3,Sugarcane,Flood Damage,ATIVRUSHTI,2026-05-04,2026-05-13,2025-06-15,41,36797,28.87,74.77,64.44,35,REJECTED
3215,SURVEY-0003215,232,459,4,Sugarcane,Heavy Rainfall,DROUGHT,2026-04-09,2026-05-13,2025-06-15,41,72356,17.73,51.7,62.27,40,UNDER_REVIEW
3216,SURVEY-0003216,1885,3804,2,Sugarcane,Pest Attack,FLOOD,2026-03-25,2026-05-13,2025-06-15,48,81504,46.3,33.52,80.25,22,REJECTED
3217,SURVEY-0003217,237,467,2,Bajra,Heavy Rainfall,FLOOD,2026-02-19,2026-05-13,2025-06-15,91,7382,32.25,86.61,83.18,87,SUBMITTED
3218,SURVEY-0003218,1137,2286,4,Cotton,Pest Attack,FLOOD,2026-02-17,2026-05-13,2025-06-15,33,75015,78.29,51.37,63.27,24,APPROVED
3219,SURVEY-0003219,1698,3432,2,Sugarcane,Drought,DROUGHT,2026-05-09,2026-05-13,2025-06-15,31,12349,58.0,53.16,81.41,28,REJECTED
3220,SURVEY-0003220,266,520,2,Bajra,Drought,FLOOD,2026-03-13,2026-05-13,2025-06-15,43,95819,76.83,72.88,76.33,14,REJECTED
3221,SURVEY-0003221,207,407,4,Bajra,Drought,PEST_ATTACK,2026-05-09,2026-05-13,2025-06-15,17,72902,70.78,21.35,87.71,28,REJECTED
3222,SURVEY-0003222,1501,3028,2,Bajra,Flood Damage,ATIVRUSHTI,2026-03-18,2026-05-13,2025-06-15,24,34728,7.26,54.24,98.49,36,SUBMITTED
3223,SURVEY-0003223,228,449,4,Bajra,Drought,FLOOD,2026-03-01,2026-05-13,2025-06-15,11,92147,81.6,6.06,71.92,31,FIELD_VERIFIED
3224,SURVEY-0003224,1575,3179,1,Cotton,Drought,FLOOD,2026-05-04,2026-05-13,2025-06-15,73,44595,77.88,18.41,81.44,73,FIELD_VERIFIED
3225,SURVEY-0003225,1541,3109,3,Sugarcane,Pest Attack,FLOOD,2026-02-26,2026-05-13,2025-06-15,47,39448,55.4,94.85,79.91,29,FIELD_VERIFIED
3226,SURVEY-0003226,1834,3699,3,Tur,Heavy Rainfall,DROUGHT,2026-02-25,2026-05-13,2025-06-15,5,40685,79.54,16.22,73.58,30,FIELD_VERIFIED
3227,SURVEY-0003227,1560,3148,4,Tur,Flood Damage,DROUGHT,2026-03-05,2026-05-13,2025-06-15,22,52441,90.4,50.34,81.95,12,UNDER_REVIEW
3228,SURVEY-0003228,1967,3974,4,Tur,Flood Damage,DROUGHT,2026-03-14,2026-05-13,2025-06-15,47,77439,61.57,55.89,59.71,14,FIELD_VERIFIED
3229,SURVEY-0003229,234,464,1,Sugarcane,Drought,PEST_ATTACK,2026-04-09,2026-05-13,2025-06-15,72,77685,50.06,22.7,88.44,69,REJECTED
3230,SURVEY-0003230,273,535,4,Cotton,Flood Damage,DROUGHT,2026-04-26,2026-05-13,2025-06-15,32,38818,8.58,46.25,77.55,32,APPROVED
3231,SURVEY-0003231,219,432,3,Sugarcane,Drought,ATIVRUSHTI,2026-03-30,2026-05-13,2025-06-15,44,17234,47.86,54.08,65.07,44,SUBMITTED
3232,SURVEY-0003232,1755,3544,1,Tur,Drought,FLOOD,2026-04-14,2026-05-13,2025-06-15,54,25737,47.62,51.1,79.42,40,FIELD_VERIFIED
3233,SURVEY-0003233,762,1512,3,Sugarcane,Flood Damage,DROUGHT,2026-05-10,2026-05-13,2025-06-15,75,92004,55.71,34.1,58.85,74,APPROVED
3234,SURVEY-0003234,746,1478,1,Tur,Drought,FLOOD,2026-02-25,2026-05-13,2025-06-15,15,35529,79.68,10.45,77.93,10,SUBMITTED
3235,SURVEY-0003235,1141,2295,3,Tur,Heavy Rainfall,ATIVRUSHTI,2026-05-03,2026-05-13,2025-06-15,58,66094,83.59,18.46,71.51,23,APPROVED
3236,SURVEY-0003236,1400,2826,4,Bajra,Flood Damage,ATIVRUSHTI,2026-04-11,2026-05-13,2025-06-15,82,45908,20.01,84.96,58.37,98,REJECTED
3237,SURVEY-0003237,1725,3486,1,Soybean,Heavy Rainfall,FLOOD,2026-05-09,2026-05-13,2025-06-15,46,64476,81.25,73.8,59.88,16,SUBMITTED
3238,SURVEY-0003238,1912,3858,4,Sugarcane,Drought,PEST_ATTACK,2026-04-17,2026-05-13,2025-06-15,11,82785,99.2,31.9,76.5,19,APPROVED
3239,SURVEY-0003239,62,115,2,Cotton,Flood Damage,ATIVRUSHTI,2026-03-09,2026-05-13,2025-06-15,54,42123,73.96,12.45,55.69,34,REJECTED
3240,SURVEY-0003240,154,292,1,Cotton,Pest Attack,FLOOD,2026-03-26,2026-05-13,2025-06-15,15,42587,95.56,31.07,64.27,6,UNDER_REVIEW
3241,SURVEY-0003241,1037,2071,1,Bajra,Pest Attack,PEST_ATTACK,2026-02-21,2026-05-13,2025-06-15,61,10909,64.18,20.96,90.58,42,FIELD_VERIFIED
3242,SURVEY-0003242,891,1778,1,Sugarcane,Heavy Rainfall,FLOOD,2026-04-23,2026-05-13,2025-06-15,36,63191,87.02,55.14,80.93,37,REJECTED
3243,SURVEY-0003243,304,593,4,Bajra,Flood Damage,FLOOD,2026-02-20,2026-05-13,2025-06-15,43,98449,27.73,17.89,90.53,36,SUBMITTED
3244,SURVEY-0003244,1531,3085,1,Soybean,Flood Damage,FLOOD,2026-03-16,2026-05-13,2025-06-15,27,18729,56.26,79.38,91.2,15,UNDER_REVIEW
3245,SURVEY-0003245,1381,2780,3,Cotton,Pest Attack,FLOOD,2026-02-13,2026-05-13,2025-06-15,85,32638,58.11,63.7,56.36,95,UNDER_REVIEW
3246,SURVEY-0003246,1013,2015,3,Soybean,Flood Damage,DROUGHT,2026-05-07,2026-05-13,2025-06-15,64,78443,79.37,48.83,89.0,28,UNDER_REVIEW
3247,SURVEY-0003247,1708,3454,2,Sugarcane,Flood Damage,ATIVRUSHTI,2026-04-21,2026-05-13,2025-06-15,60,33224,80.35,41.39,91.3,32,FIELD_VERIFIED
3248,SURVEY-0003248,1016,2023,1,Tur,Pest Attack,ATIVRUSHTI,2026-03-17,2026-05-13,2025-06-15,21,9067,20.69,46.82,91.02,26,APPROVED
3249,SURVEY-0003249,1860,3755,4,Cotton,Flood Damage,PEST_ATTACK,2026-04-14,2026-05-13,2025-06-15,9,33223,86.02,27.92,90.07,10,APPROVED
3250,SURVEY-0003250,1909,3853,4,Tur,Pest Attack,ATIVRUSHTI,2026-03-13,2026-05-13,2025-06-15,63,54614,68.24,93.22,95.74,11,APPROVED
3251,SURVEY-0003251,200,389,1,Cotton,Pest Attack,ATIVRUSHTI,2026-02-16,2026-05-13,2025-06-15,35,12704,80.09,26.88,75.11,32,SUBMITTED
3252,SURVEY-0003252,379,753,4,Bajra,Heavy Rainfall,PEST_ATTACK,2026-02-16,2026-05-13,2025-06-15,7,64351,94.64,38.61,97.91,2,REJECTED
3253,SURVEY-0003253,1619,3272,1,Soybean,Drought,FLOOD,2026-05-12,2026-05-13,2025-06-15,65,49044,48.06,27.18,68.2,16,SUBMITTED
3254,SURVEY-0003254,1234,2473,1,Soybean,Heavy Rainfall,DROUGHT,2026-04-14,2026-05-13,2025-06-15,15,50408,23.61,84.68,84.59,10,UNDER_REVIEW
3255,SURVEY-0003255,786,1562,2,Cotton,Flood Damage,PEST_ATTACK,2026-02-22,2026-05-13,2025-06-15,48,39084,58.64,56.41,58.09,26,REJECTED
3256,SURVEY-0003256,1818,3667,2,Cotton,Drought,PEST_ATTACK,2026-03-20,2026-05-13,2025-06-15,25,97600,84.33,72.21,83.54,7,UNDER_REVIEW
3257,SURVEY-0003257,1901,3839,2,Cotton,Drought,FLOOD,2026-03-01,2026-05-13,2025-06-15,26,49210,58.46,54.18,64.55,42,REJECTED
3258,SURVEY-0003258,549,1091,1,Bajra,Flood Damage,FLOOD,2026-03-09,2026-05-13,2025-06-15,85,83635,65.7,68.65,71.21,76,UNDER_REVIEW
3259,SURVEY-0003259,505,1005,3,Sugarcane,Flood Damage,ATIVRUSHTI,2026-05-09,2026-05-13,2025-06-15,24,90243,97.5,5.2,88.26,18,FIELD_VERIFIED
3260,SURVEY-0003260,621,1223,3,Sugarcane,Pest Attack,FLOOD,2026-03-18,2026-05-13,2025-06-15,15,86004,36.63,9.62,66.51,18,APPROVED
3261,SURVEY-0003261,200,390,1,Cotton,Drought,DROUGHT,2026-03-28,2026-05-13,2025-06-15,41,88647,33.68,65.46,96.94,38,SUBMITTED
