approval_id,survey_id,approved_by,role,approval_level,status,remarks,modified_loss_percentage
7358,2901,27,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,50
7359,2902,73,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,48
7360,2903,12,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,7
7361,2904,54,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,10
7362,2905,19,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,23
7363,2905,76,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,59
7364,2905,53,TALUKA_AUTHORITY,3,UNDER_REVIEW,Need re-survey,69
7365,2906,75,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,74
7366,2906,61,TALATHI,2,APPROVED,Approved after verification,66
7367,2906,69,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,68
7368,2907,78,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,63
7369,2907,87,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,32
7370,2908,86,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,10
7371,2908,24,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,19
7372,2909,56,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,62
7373,2910,61,TALATHI,1,UNDER_REVIEW,Need re-survey,60
7374,2911,69,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,28
7375,2911,43,TALUKA_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,84
7376,2911,13,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,74
7377,2911,70,TALUKA_AUTHORITY,4,UNDER_REVIEW,Geo-fence passed,19
7378,2912,51,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,88
7379,2912,28,TALATHI,2,APPROVED,Approved after verification,52
7380,2913,3,TALATHI,1,APPROVED,Geo-fence passed,89
7381,2913,9,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,44
7382,2913,21,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,66
7383,2914,22,TALATHI,1,UNDER_REVIEW,Approved after verification,53
7384,2914,59,DISTRICT_AUTHORITY,2,REJECTED,Need re-survey,63
7385,2914,53,TALATHI,3,APPROVED,Geo-fence passed,49
7386,2915,59,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,74
7387,2915,8,TALATHI,2,REJECTED,NDVI mismatch,54
7388,2915,83,TALATHI,3,REJECTED,Geo-fence passed,44
7389,2915,51,TALATHI,4,APPROVED,Need re-survey,79
7390,2916,49,TALATHI,1,UNDER_REVIEW,Need re-survey,52
7391,2916,20,TALATHI,2,APPROVED,Geo-fence passed,73
7392,2916,87,TALATHI,3,APPROVED,Geo-fence passed,35
7393,2917,77,TALATHI,1,APPROVED,Need re-survey,55
7394,2917,28,TALATHI,2,APPROVED,Approved after verification,68
7395,2917,46,DISTRICT_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,65
7396,2917,51,TALUKA_AUTHORITY,4,REJECTED,Geo-fence passed,19
7397,2918,38,TALATHI,1,REJECTED,Approved after verification,13
7398,2918,90,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,42
7399,2918,7,TALATHI,3,UNDER_REVIEW,Approved after verification,62
7400,2918,14,DISTRICT_AUTHORITY,4,APPROVED,Approved after verification,25
7401,2919,83,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,20
7402,2919,68,TALATHI,2,UNDER_REVIEW,Approved after verification,19
7403,2920,62,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,56
7404,2921,49,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,66
7405,2922,56,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,53
7406,2922,59,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,79
7407,2923,75,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,71
7408,2923,80,TALUKA_AUTHORITY,2,REJECTED,Need re-survey,56
7409,2924,29,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,30
7410,2924,83,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,19
7411,2925,10,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,27
7412,2925,9,TALATHI,2,UNDER_REVIEW,Need re-survey,67
7413,2925,48,TALUKA_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,37
7414,2926,9,TALATHI,1,APPROVED,Approved after verification,77
7415,2926,63,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,58
7416,2926,83,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Need re-survey,77
7417,2927,41,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,29
7418,2927,90,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,54
7419,2927,79,TALUKA_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,18
7420,2928,56,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,86
7421,2928,4,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,75
7422,2928,77,TALUKA_AUTHORITY,3,APPROVED,Geo-fence passed,39
7423,2929,76,TALATHI,1,REJECTED,Geo-fence passed,92
7424,2929,10,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,55
7425,2929,31,TALATHI,3,UNDER_REVIEW,Approved after verification,20
7426,2929,44,TALATHI,4,UNDER_REVIEW,Approved after verification,10
7427,2930,62,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,37
7428,2930,42,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,41
7429,2931,76,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,65
7430,2931,63,TALATHI,2,REJECTED,NDVI mismatch,51
7431,2931,86,TALATHI,3,APPROVED,Geo-fence passed,11
7432,2932,16,TALATHI,1,REJECTED,Need re-survey,89
7433,2932,63,TALUKA_AUTHORITY,2,UNDER_REVIEW,Need re-survey,38
7434,2933,54,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,80
7435,2933,19,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,11
7436,2934,44,TALATHI,1,APPROVED,Geo-fence passed,53
7437,2934,78,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,95
7438,2934,10,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,86
7439,2934,79,DISTRICT_AUTHORITY,4,REJECTED,Approved after verification,31
7440,2935,19,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,92
7441,2935,84,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,83
7442,2935,84,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Need re-survey,15
7443,2935,36,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Geo-fence passed,52
7444,2936,53,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,24
7445,2936,81,TALATHI,2,APPROVED,NDVI mismatch,9
7446,2936,22,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,5
7447,2936,77,TALATHI,4,APPROVED,Approved after verification,92
7448,2937,48,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,19
7449,2937,37,TALATHI,2,REJECTED,Geo-fence passed,48
7450,2937,80,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,94
7451,2937,35,TALUKA_AUTHORITY,4,APPROVED,Geo-fence passed,15
7452,2938,46,TALATHI,1,APPROVED,Geo-fence passed,45
7453,2938,60,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,89
7454,2938,43,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,76
7455,2939,87,TALATHI,1,REJECTED,Need re-survey,5
7456,2939,37,TALATHI,2,APPROVED,Need re-survey,19
7457,2940,33,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,50
7458,2941,86,TALATHI,1,APPROVED,Need re-survey,82
7459,2941,35,TALUKA_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,89
7460,2941,51,DISTRICT_AUTHORITY,3,REJECTED,Geo-fence passed,94
7461,2942,4,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,24
7462,2942,35,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,51
7463,2942,56,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,18
7464,2942,21,DISTRICT_AUTHORITY,4,REJECTED,Need re-survey,64
7465,2943,57,TALATHI,1,REJECTED,Geo-fence passed,8
7466,2943,75,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,24
7467,2944,22,TALATHI,1,REJECTED,NDVI mismatch,39
7468,2944,35,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,91
7469,2944,43,TALATHI,3,APPROVED,Approved after verification,34
7470,2945,59,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,29
7471,2945,43,TALATHI,2,APPROVED,Need re-survey,38
7472,2945,35,DISTRICT_AUTHORITY,3,REJECTED,Approved after verification,13
7473,2946,40,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,57
7474,2946,16,TALATHI,2,APPROVED,Need re-survey,14
7475,2946,62,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,56
7476,2946,44,TALATHI,4,UNDER_REVIEW,Need re-survey,72
7477,2947,61,TALATHI,1,REJECTED,Need re-survey,43
7478,2948,71,TALATHI,1,APPROVED,NDVI mismatch,15
7479,2948,28,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,24
7480,2948,72,TALATHI,3,APPROVED,Geo-fence passed,87
7481,2949,5,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,55
7482,2949,71,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,82
7483,2949,57,TALUKA_AUTHORITY,3,UNDER_REVIEW,Approved after verification,58
7484,2949,15,TALATHI,4,APPROVED,Need re-survey,91
7485,2950,26,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,18
7486,2950,5,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,48
7487,2950,37,TALATHI,3,APPROVED,NDVI mismatch,20
7488,2950,79,TALUKA_AUTHORITY,4,UNDER_REVIEW,Approved after verification,43
7489,2951,15,TALATHI,1,REJECTED,NDVI mismatch,89
7490,2951,39,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,45
7491,2951,75,TALUKA_AUTHORITY,3,UNDER_REVIEW,Approved after verification,85
7492,2951,74,TALATHI,4,REJECTED,Geo-fence passed,75
7493,2952,31,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,14
7494,2952,8,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,29
7495,2952,21,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,36
7496,2952,82,TALATHI,4,APPROVED,NDVI mismatch,41
7497,2953,79,TALATHI,1,REJECTED,Need re-survey,95
7498,2953,72,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,84
7499,2953,59,DISTRICT_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,12
7500,2953,24,DISTRICT_AUTHORITY,4,APPROVED,Need re-survey,73
7501,2954,50,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,9
7502,2955,78,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,74
7503,2955,2,TALATHI,2,UNDER_REVIEW,NDVI mismatch,95
7504,2955,51,TALATHI,3,REJECTED,Need re-survey,5
7505,2955,83,TALATHI,4,UNDER_REVIEW,NDVI mismatch,74
7506,2956,58,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,37
7507,2957,50,TALATHI,1,UNDER_REVIEW,NDVI mismatch,35
7508,2958,62,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,48
7509,2958,28,TALATHI,2,UNDER_REVIEW,Approved after verification,56
7510,2958,86,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,55
7511,2958,71,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Geo-fence passed,39
7512,2959,61,TALATHI,1,REJECTED,Geo-fence passed,65
7513,2959,25,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,54
7514,2960,52,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,14
7515,2960,18,TALATHI,2,UNDER_REVIEW,Geo-fence passed,15
7516,2960,11,TALATHI,3,UNDER_REVIEW,Geo-fence passed,47
7517,2961,60,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,12
7518,2961,85,DISTRICT_AUTHORITY,2,APPROVED,Need re-survey,38
7519,2962,48,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,59
7520,2962,77,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,74
7521,2962,78,TALATHI,3,UNDER_REVIEW,Geo-fence passed,85
7522,2962,38,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Approved after verification,66
7523,2963,29,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,26
7524,2963,63,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,69
7525,2964,83,TALATHI,1,UNDER_REVIEW,Geo-fence passed,16
7526,2965,86,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,44
7527,2966,71,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,50
7528,2966,39,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,17
7529,2967,19,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,36
7530,2968,62,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,8
7531,2968,27,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,21
7532,2968,13,DISTRICT_AUTHORITY,3,REJECTED,Geo-fence passed,90
7533,2969,38,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,33
7534,2970,46,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,24
7535,2971,64,TALATHI,1,UNDER_REVIEW,Geo-fence passed,15
7536,2971,70,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,33
7537,2972,23,TALATHI,1,UNDER_REVIEW,NDVI mismatch,56
7538,2972,62,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,20
7539,2973,3,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,53
7540,2973,16,TALATHI,2,APPROVED,Approved after verification,77
7541,2973,22,DISTRICT_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,63
7542,2973,60,DISTRICT_AUTHORITY,4,REJECTED,NDVI mismatch,73
7543,2974,90,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,75
7544,2974,37,TALATHI,2,APPROVED,Geo-fence passed,7
7545,2975,55,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,81
7546,2975,82,TALATHI,2,APPROVED,Geo-fence passed,34
7547,2976,8,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,46
7548,2976,77,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,83
7549,2977,4,TALATHI,1,REJECTED,NDVI mismatch,13
7550,2977,46,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,24
7551,2977,53,TALATHI,3,APPROVED,Need re-survey,86
7552,2978,68,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,51
7553,2978,17,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,53
7554,2978,90,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,63
7555,2979,43,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,93
7556,2979,28,TALUKA_AUTHORITY,2,UNDER_REVIEW,Need re-survey,34
7557,2979,24,TALATHI,3,UNDER_REVIEW,Geo-fence passed,21
7558,2980,55,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,24
7559,2980,56,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,12
7560,2981,24,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,43
7561,2981,13,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,55
7562,2982,27,TALATHI,1,REJECTED,NDVI mismatch,69
7563,2983,75,TALATHI,1,UNDER_REVIEW,Geo-fence passed,61
7564,2983,66,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,29
7565,2983,38,TALATHI,3,APPROVED,Approved after verification,86
7566,2984,31,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,73
7567,2985,83,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,51
7568,2985,29,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,92
7569,2985,70,TALATHI,3,UNDER_REVIEW,Approved after verification,51
7570,2985,79,TALUKA_AUTHORITY,4,APPROVED,Approved after verification,51
7571,2986,73,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,82
7572,2986,39,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,25
7573,2986,41,TALATHI,3,UNDER_REVIEW,Geo-fence passed,9
7574,2987,67,TALATHI,1,APPROVED,Geo-fence passed,82
7575,2988,20,TALATHI,1,UNDER_REVIEW,Need re-survey,25
7576,2988,13,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,28
7577,2988,81,TALATHI,3,REJECTED,Approved after verification,25
7578,2989,77,TALATHI,1,UNDER_REVIEW,Geo-fence passed,14
7579,2990,4,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,92
7580,2990,78,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,73
7581,2991,38,TALATHI,1,UNDER_REVIEW,Geo-fence passed,82
7582,2991,71,TALATHI,2,REJECTED,Need re-survey,14
7583,2991,32,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,58
7584,2992,36,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,83
7585,2993,80,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,10
7586,2994,80,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,28
7587,2995,6,TALATHI,1,APPROVED,Need re-survey,54
7588,2995,70,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,60
7589,2995,72,TALATHI,3,APPROVED,NDVI mismatch,57
7590,2996,11,TALATHI,1,APPROVED,Approved after verification,46
7591,2996,29,TALATHI,2,REJECTED,Need re-survey,57
7592,2997,18,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,49
7593,2997,70,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,59
7594,2998,83,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,74
7595,2999,3,TALATHI,1,REJECTED,Approved after verification,12
7596,2999,15,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,68
7597,2999,9,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,79
7598,3000,1,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,58
7599,3000,53,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,15
7600,3000,50,DISTRICT_AUTHORITY,3,APPROVED,NDVI mismatch,55
7601,3001,31,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,72
7602,3001,12,TALATHI,2,APPROVED,Approved after verification,85
7603,3002,22,TALATHI,1,APPROVED,Need re-survey,82
7604,3002,86,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,72
7605,3002,63,DISTRICT_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,83
7606,3002,11,TALATHI,4,REJECTED,Need re-survey,94
7607,3003,71,TALATHI,1,UNDER_REVIEW,NDVI mismatch,77
7608,3003,26,TALATHI,2,REJECTED,NDVI mismatch,95
7609,3004,38,TALATHI,1,UNDER_REVIEW,Approved after verification,52
7610,3004,65,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,72
7611,3004,47,DISTRICT_AUTHORITY,3,APPROVED,NDVI mismatch,90
7612,3005,7,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,71
7613,3005,36,TALATHI,2,UNDER_REVIEW,Need re-survey,64
7614,3005,22,DISTRICT_AUTHORITY,3,APPROVED,Approved after verification,56
7615,3006,76,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,57
7616,3006,51,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,21
7617,3006,73,DISTRICT_AUTHORITY,3,APPROVED,Approved after verification,35
7618,3007,74,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,80
7619,3007,10,TALUKA_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,30
7620,3007,35,TALATHI,3,REJECTED,Geo-fence passed,9
7621,3007,87,TALUKA_AUTHORITY,4,UNDER_REVIEW,Approved after verification,25
7622,3008,23,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,72
7623,3008,20,TALATHI,2,APPROVED,Geo-fence passed,50
7624,3008,54,TALATHI,3,UNDER_REVIEW,NDVI mismatch,93
7625,3008,39,TALUKA_AUTHORITY,4,APPROVED,Approved after verification,9
7626,3009,44,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,6
7627,3009,49,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,8
7628,3009,81,TALATHI,3,APPROVED,Approved after verification,82
7629,3009,54,TALATHI,4,REJECTED,Geo-fence passed,51
7630,3010,64,TALATHI,1,APPROVED,NDVI mismatch,78
7631,3010,28,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,16
7632,3011,86,TALATHI,1,APPROVED,Approved after verification,95
7633,3011,81,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,94
7634,3012,40,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,84
7635,3012,88,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,40
7636,3012,41,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,40
7637,3012,22,DISTRICT_AUTHORITY,4,APPROVED,NDVI mismatch,58
7638,3013,42,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,58
7639,3014,3,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,51
7640,3014,67,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,43
7641,3015,83,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,25
7642,3015,28,TALATHI,2,UNDER_REVIEW,NDVI mismatch,46
7643,3015,87,TALATHI,3,UNDER_REVIEW,Need re-survey,33
7644,3015,66,TALATHI,4,APPROVED,Approved after verification,60
7645,3016,85,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,43
7646,3017,88,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,8
7647,3017,47,TALATHI,2,UNDER_REVIEW,NDVI mismatch,40
7648,3017,33,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Need re-survey,54
7649,3017,20,TALATHI,4,APPROVED,Approved after verification,27
7650,3018,71,TALATHI,1,UNDER_REVIEW,Need re-survey,80
7651,3018,22,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,57
7652,3019,72,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,54
7653,3019,49,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,14
7654,3020,75,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,21
7655,3020,60,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,73
7656,3020,20,DISTRICT_AUTHORITY,3,REJECTED,NDVI mismatch,18
7657,3021,5,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,75
7658,3021,25,TALATHI,2,UNDER_REVIEW,NDVI mismatch,49
7659,3021,27,TALUKA_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,24
7660,3022,71,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,52
7661,3022,15,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,59
7662,3023,54,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,88
7663,3024,28,TALATHI,1,REJECTED,Geo-fence passed,82
7664,3024,88,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,18
7665,3025,80,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,35
7666,3025,78,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,94
7667,3026,50,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,49
7668,3026,66,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,10
7669,3026,8,DISTRICT_AUTHORITY,3,REJECTED,Geo-fence passed,95
7670,3027,48,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,27
7671,3028,49,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,72
7672,3029,51,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,75
7673,3029,4,TALUKA_AUTHORITY,2,UNDER_REVIEW,Need re-survey,51
7674,3029,25,DISTRICT_AUTHORITY,3,APPROVED,NDVI mismatch,38
7675,3029,34,TALATHI,4,UNDER_REVIEW,Approved after verification,86
7676,3030,81,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,17
7677,3030,76,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,47
7678,3031,72,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,60
7679,3032,62,TALATHI,1,UNDER_REVIEW,NDVI mismatch,52
7680,3032,75,TALATHI,2,UNDER_REVIEW,Need re-survey,9
7681,3033,27,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,10
7682,3034,13,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,56
7683,3034,77,TALUKA_AUTHORITY,2,REJECTED,Need re-survey,15
7684,3034,33,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,77
7685,3034,18,TALUKA_AUTHORITY,4,UNDER_REVIEW,Geo-fence passed,8
7686,3035,67,TALATHI,1,APPROVED,Approved after verification,52
7687,3035,76,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,88
7688,3035,76,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,39
7689,3036,68,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,95
7690,3036,42,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,79
7691,3036,18,TALATHI,3,APPROVED,Need re-survey,69
7692,3036,82,DISTRICT_AUTHORITY,4,APPROVED,Approved after verification,5
7693,3037,40,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,90
7694,3037,70,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,83
7695,3038,61,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,17
7696,3038,25,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,5
7697,3038,74,TALATHI,3,REJECTED,Approved after verification,68
7698,3039,79,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,29
7699,3040,12,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,24
7700,3040,60,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,77
7701,3041,2,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,28
7702,3041,37,TALATHI,2,UNDER_REVIEW,Approved after verification,57
7703,3042,29,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,83
7704,3042,72,TALATHI,2,UNDER_REVIEW,NDVI mismatch,16
7705,3043,76,TALATHI,1,REJECTED,Approved after verification,40
7706,3043,68,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,32
7707,3043,21,TALUKA_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,27
7708,3043,70,TALATHI,4,APPROVED,NDVI mismatch,12
7709,3044,73,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,92
7710,3045,42,TALATHI,1,APPROVED,Approved after verification,37
