satellite_id,survey_id,ndvi_before,ndvi_after,vegetation_loss,satellite_source,imagery_urls
3275,3275,0.76,0.43,88.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3276,3276,0.57,0.33,64.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3277,3277,0.63,0.34,12.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3278,3278,0.5,0.34,44.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3279,3279,0.91,0.32,39.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3280,3280,0.95,0.13,18.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3281,3281,0.93,0.2,90.49,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3282,3282,0.59,0.12,45.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3283,3283,0.93,0.46,27.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3284,3284,0.57,0.5,42.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3285,3285,0.69,0.36,58.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3286,3286,0.75,0.32,29.56,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3287,3287,0.59,0.3,86.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3288,3288,0.53,0.38,47.45,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3289,3289,0.92,0.19,46.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3290,3290,0.83,0.15,88.33,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3291,3291,0.73,0.47,89.99,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3292,3292,0.51,0.11,30.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3293,3293,0.81,0.45,78.99,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3294,3294,0.83,0.36,41.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3295,3295,0.77,0.1,84.5,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3296,3296,0.58,0.21,13.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3297,3297,0.88,0.27,34.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3298,3298,0.72,0.14,81.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3299,3299,0.6,0.37,70.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3300,3300,0.72,0.41,91.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3301,3301,0.9,0.32,90.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3302,3302,0.91,0.38,44.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3303,3303,0.71,0.13,32.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3304,3304,0.86,0.21,22.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3305,3305,0.78,0.14,87.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3306,3306,0.95,0.31,47.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3307,3307,0.83,0.21,76.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3308,3308,0.61,0.48,35.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3309,3309,0.64,0.44,12.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3310,3310,0.58,0.11,70.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3311,3311,0.84,0.34,91.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3312,3312,0.74,0.16,79.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3313,3313,0.84,0.22,33.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3314,3314,0.67,0.11,32.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3315,3315,0.8,0.27,26.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3316,3316,0.9,0.24,49.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3317,3317,0.94,0.17,55.89,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3318,3318,0.82,0.19,45.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3319,3319,0.58,0.27,56.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3320,3320,0.61,0.39,17.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3321,3321,0.55,0.11,77.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3322,3322,0.94,0.38,47.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3323,3323,0.76,0.11,58.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3324,3324,0.59,0.33,55.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3325,3325,0.5,0.17,48.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3326,3326,0.57,0.38,59.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3327,3327,0.65,0.46,36.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3328,3328,0.92,0.14,15.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3329,3329,0.72,0.27,82.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3330,3330,0.82,0.48,12.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3331,3331,0.81,0.12,51.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3332,3332,0.71,0.1,36.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3333,3333,0.63,0.33,57.88,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3334,3334,0.54,0.24,33.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3335,3335,0.68,0.4,92.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3336,3336,0.91,0.42,61.33,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3337,3337,0.53,0.14,10.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3338,3338,0.6,0.11,21.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3339,3339,0.85,0.13,73.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3340,3340,0.53,0.27,82.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3341,3341,0.83,0.42,21.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3342,3342,0.95,0.37,28.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3343,3343,0.94,0.28,48.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3344,3344,0.55,0.11,50.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3345,3345,0.75,0.43,44.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3346,3346,0.62,0.31,38.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3347,3347,0.89,0.3,55.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3348,3348,0.6,0.26,51.73,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3349,3349,0.66,0.28,42.81,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3350,3350,0.51,0.12,61.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3351,3351,0.66,0.37,52.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3352,3352,0.86,0.3,64.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3353,3353,0.91,0.19,55.99,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3354,3354,0.75,0.37,54.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3355,3355,0.9,0.21,81.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3356,3356,0.82,0.39,44.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3357,3357,0.78,0.25,10.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3358,3358,0.69,0.39,43.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3359,3359,0.59,0.39,51.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3360,3360,0.56,0.35,62.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3361,3361,0.74,0.15,37.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3362,3362,0.51,0.2,58.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3363,3363,0.86,0.18,59.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3364,3364,0.65,0.42,65.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3365,3365,0.74,0.36,81.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3366,3366,0.54,0.38,33.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3367,3367,0.93,0.21,49.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3368,3368,0.59,0.3,66.5,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3369,3369,0.9,0.3,38.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3370,3370,0.55,0.37,72.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3371,3371,0.76,0.14,70.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3372,3372,0.94,0.14,36.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3373,3373,0.59,0.11,11.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3374,3374,0.56,0.5,13.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3375,3375,0.85,0.37,84.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3376,3376,0.71,0.46,13.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3377,3377,0.76,0.36,38.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3378,3378,0.74,0.34,84.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3379,3379,0.78,0.45,19.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3380,3380,0.74,0.22,18.45,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3381,3381,0.88,0.42,27.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3382,3382,0.9,0.47,21.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3383,3383,0.76,0.31,18.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3384,3384,0.76,0.33,94.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3385,3385,0.9,0.5,81.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3386,3386,0.72,0.15,85.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3387,3387,0.61,0.34,78.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3388,3388,0.72,0.25,91.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3389,3389,0.54,0.31,55.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3390,3390,0.83,0.32,51.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3391,3391,0.87,0.49,73.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3392,3392,0.87,0.2,17.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3393,3393,0.63,0.43,88.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3394,3394,0.81,0.26,52.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3395,3395,0.67,0.48,68.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3396,3396,0.74,0.29,62.11,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3397,3397,0.83,0.18,93.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3398,3398,0.88,0.37,90.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3399,3399,0.87,0.2,40.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3400,3400,0.64,0.33,77.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3401,3401,0.63,0.28,33.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3402,3402,0.52,0.43,21.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3403,3403,0.71,0.35,69.81,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3404,3404,0.52,0.14,33.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3405,3405,0.88,0.1,75.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3406,3406,0.59,0.42,24.56,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3407,3407,0.86,0.3,67.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3408,3408,0.83,0.47,12.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3409,3409,0.64,0.17,32.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3410,3410,0.61,0.31,55.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3411,3411,0.52,0.29,80.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3412,3412,0.81,0.43,37.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3413,3413,0.58,0.19,47.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3414,3414,0.6,0.41,26.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3415,3415,0.59,0.11,71.83,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3416,3416,0.62,0.35,43.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3417,3417,0.6,0.41,56.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3418,3418,0.75,0.43,24.73,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3419,3419,0.7,0.35,69.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3420,3420,0.87,0.43,36.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3421,3421,0.55,0.36,64.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3422,3422,0.93,0.2,33.78,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3423,3423,0.81,0.14,15.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3424,3424,0.73,0.23,76.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3425,3425,0.83,0.28,48.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3426,3426,0.7,0.11,52.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3427,3427,0.8,0.34,67.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3428,3428,0.57,0.47,86.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3429,3429,0.5,0.43,60.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3430,3430,0.58,0.25,78.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3431,3431,0.93,0.21,45.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3432,3432,0.62,0.36,41.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3433,3433,0.93,0.29,86.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3434,3434,0.64,0.16,60.99,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3435,3435,0.85,0.29,93.88,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3436,3436,0.55,0.42,64.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3437,3437,0.79,0.34,19.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3438,3438,0.65,0.28,63.89,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3439,3439,0.76,0.41,78.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3440,3440,0.54,0.11,59.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3441,3441,0.8,0.12,70.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3442,3442,0.58,0.1,90.99,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3443,3443,0.82,0.29,63.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3444,3444,0.82,0.25,37.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3445,3445,0.7,0.38,87.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3446,3446,0.94,0.38,25.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3447,3447,0.9,0.2,14.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3448,3448,0.91,0.26,83.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3449,3449,0.78,0.25,78.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3450,3450,0.81,0.23,51.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3451,3451,0.78,0.17,62.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3452,3452,0.54,0.29,90.41,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3453,3453,0.56,0.21,14.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3454,3454,0.95,0.45,38.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3455,3455,0.94,0.35,86.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3456,3456,0.53,0.37,41.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3457,3457,0.75,0.17,71.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3458,3458,0.75,0.34,54.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3459,3459,0.5,0.42,44.89,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3460,3460,0.58,0.21,86.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3461,3461,0.81,0.21,86.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3462,3462,0.91,0.33,73.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3463,3463,0.72,0.31,88.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3464,3464,0.7,0.18,19.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3465,3465,0.53,0.27,34.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3466,3466,0.6,0.43,61.88,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3467,3467,0.87,0.44,40.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3468,3468,0.55,0.12,74.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3469,3469,0.87,0.48,66.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3470,3470,0.55,0.26,90.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3471,3471,0.91,0.19,63.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3472,3472,0.7,0.46,64.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3473,3473,0.78,0.26,37.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3474,3474,0.71,0.26,31.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3475,3475,0.62,0.12,45.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3476,3476,0.85,0.42,40.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3477,3477,0.89,0.19,31.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3478,3478,0.82,0.39,86.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3479,3479,0.88,0.41,74.94,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3480,3480,0.91,0.19,27.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3481,3481,0.52,0.18,47.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3482,3482,0.9,0.28,79.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3483,3483,0.91,0.32,74.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3484,3484,0.71,0.4,87.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3485,3485,0.66,0.4,48.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3486,3486,0.7,0.1,22.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3487,3487,0.79,0.13,15.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3488,3488,0.53,0.13,50.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3489,3489,0.62,0.44,35.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3490,3490,0.54,0.39,86.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3491,3491,0.73,0.39,93.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3492,3492,0.62,0.16,39.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3493,3493,0.6,0.33,79.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3494,3494,0.69,0.37,29.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3495,3495,0.95,0.35,14.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3496,3496,0.84,0.45,57.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3497,3497,0.56,0.39,62.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3498,3498,0.88,0.41,67.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3499,3499,0.72,0.24,40.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3500,3500,0.63,0.34,18.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3501,3501,0.63,0.32,44.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3502,3502,0.72,0.19,82.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3503,3503,0.58,0.26,24.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3504,3504,0.5,0.29,13.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3505,3505,0.6,0.2,90.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3506,3506,0.93,0.36,28.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3507,3507,0.87,0.36,22.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3508,3508,0.57,0.5,81.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3509,3509,0.83,0.46,82.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3510,3510,0.85,0.29,72.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3511,3511,0.88,0.17,87.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3512,3512,0.74,0.3,21.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3513,3513,0.74,0.27,14.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3514,3514,0.68,0.24,89.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3515,3515,0.64,0.46,61.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3516,3516,0.61,0.46,78.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3517,3517,0.77,0.25,52.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3518,3518,0.56,0.35,53.73,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3519,3519,0.77,0.43,80.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3520,3520,0.91,0.32,61.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3521,3521,0.81,0.3,45.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3522,3522,0.68,0.3,47.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3523,3523,0.66,0.18,83.4,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3524,3524,0.89,0.3,80.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3525,3525,0.77,0.22,55.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3526,3526,0.75,0.37,16.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3527,3527,0.63,0.37,29.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3528,3528,0.88,0.29,21.45,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3529,3529,0.8,0.45,92.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3530,3530,0.6,0.37,46.81,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3531,3531,0.87,0.27,21.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3532,3532,0.68,0.12,78.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3533,3533,0.75,0.46,24.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3534,3534,0.88,0.25,18.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3535,3535,0.89,0.49,85.49,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3536,3536,0.75,0.14,82.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3537,3537,0.78,0.19,29.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3538,3538,0.69,0.24,75.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3539,3539,0.86,0.24,48.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3540,3540,0.91,0.21,10.94,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3541,3541,0.54,0.22,13.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3542,3542,0.53,0.34,20.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3543,3543,0.6,0.1,93.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3544,3544,0.93,0.13,17.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3545,3545,0.6,0.22,63.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3546,3546,0.85,0.46,55.32,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3547,3547,0.72,0.17,82.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3548,3548,0.83,0.32,44.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3549,3549,0.64,0.47,31.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3550,3550,0.84,0.14,79.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3551,3551,0.68,0.42,83.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3552,3552,0.81,0.19,10.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
3553,3553,0.55,0.27,37.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
