weather_id,survey_id,rainfall_mm,weather_source,anomaly_score,weather_metadata
3012,3012,355.52,IMD,17.96,"{""extreme_weather"":true}"
3013,3013,371.06,IMD,28.58,"{""extreme_weather"":true}"
3014,3014,107.02,IMD,69.35,"{""extreme_weather"":true}"
3015,3015,332.37,IMD,23.36,"{""extreme_weather"":true}"
3016,3016,223.58,IMD,51.61,"{""extreme_weather"":true}"
3017,3017,79.66,IMD,43.69,"{""extreme_weather"":true}"
3018,3018,425.89,IMD,29.28,"{""extreme_weather"":true}"
3019,3019,341.64,IMD,65.45,"{""extreme_weather"":true}"
3020,3020,279.58,IMD,54.15,"{""extreme_weather"":true}"
3021,3021,69.11,IMD,60.05,"{""extreme_weather"":true}"
3022,3022,299.98,IMD,53.29,"{""extreme_weather"":true}"
3023,3023,426.77,IMD,32.97,"{""extreme_weather"":true}"
3024,3024,248.77,IMD,88.71,"{""extreme_weather"":true}"
3025,3025,103.69,IMD,26.35,"{""extreme_weather"":true}"
3026,3026,306.97,IMD,71.38,"{""extreme_weather"":true}"
3027,3027,29.21,IMD,69.57,"{""extreme_weather"":true}"
3028,3028,293.86,IMD,48.01,"{""extreme_weather"":true}"
3029,3029,444.02,IMD,57.82,"{""extreme_weather"":true}"
3030,3030,12.23,IMD,73.71,"{""extreme_weather"":true}"
3031,3031,54.81,IMD,10.46,"{""extreme_weather"":true}"
3032,3032,494.88,IMD,19.65,"{""extreme_weather"":true}"
3033,3033,479.39,IMD,39.3,"{""extreme_weather"":true}"
3034,3034,120.17,IMD,93.28,"{""extreme_weather"":true}"
3035,3035,125.13,IMD,55.6,"{""extreme_weather"":true}"
3036,3036,81.49,IMD,45.7,"{""extreme_weather"":true}"
3037,3037,99.2,IMD,34.72,"{""extreme_weather"":true}"
3038,3038,387.44,IMD,39.43,"{""extreme_weather"":true}"
3039,3039,270.54,IMD,63.68,"{""extreme_weather"":true}"
3040,3040,324.23,IMD,63.93,"{""extreme_weather"":true}"
3041,3041,73.49,IMD,29.16,"{""extreme_weather"":true}"
3042,3042,179.67,IMD,40.83,"{""extreme_weather"":true}"
3043,3043,130.04,IMD,77.74,"{""extreme_weather"":true}"
3044,3044,440.07,IMD,74.84,"{""extreme_weather"":true}"
3045,3045,203.09,IMD,10.38,"{""extreme_weather"":true}"
3046,3046,469.32,IMD,27.13,"{""extreme_weather"":true}"
3047,3047,418.34,IMD,50.09,"{""extreme_weather"":true}"
3048,3048,327.61,IMD,18.64,"{""extreme_weather"":true}"
3049,3049,164.9,IMD,76.3,"{""extreme_weather"":true}"
3050,3050,255.83,IMD,46.95,"{""extreme_weather"":true}"
3051,3051,117.59,IMD,34.86,"{""extreme_weather"":true}"
3052,3052,498.94,IMD,63.29,"{""extreme_weather"":true}"
3053,3053,265.06,IMD,86.23,"{""extreme_weather"":true}"
3054,3054,474.3,IMD,26.16,"{""extreme_weather"":true}"
3055,3055,346.56,IMD,65.95,"{""extreme_weather"":true}"
3056,3056,75.32,IMD,50.75,"{""extreme_weather"":true}"
3057,3057,423.5,IMD,55.91,"{""extreme_weather"":true}"
3058,3058,54.16,IMD,27.64,"{""extreme_weather"":true}"
3059,3059,433.34,IMD,4.0,"{""extreme_weather"":true}"
3060,3060,207.76,IMD,15.27,"{""extreme_weather"":true}"
3061,3061,87.47,IMD,91.57,"{""extreme_weather"":true}"
3062,3062,468.44,IMD,17.13,"{""extreme_weather"":true}"
3063,3063,143.76,IMD,55.4,"{""extreme_weather"":true}"
3064,3064,297.9,IMD,22.12,"{""extreme_weather"":true}"
3065,3065,236.59,IMD,59.15,"{""extreme_weather"":true}"
3066,3066,340.18,IMD,28.27,"{""extreme_weather"":true}"
3067,3067,378.24,IMD,20.88,"{""extreme_weather"":true}"
3068,3068,470.74,IMD,23.93,"{""extreme_weather"":true}"
3069,3069,456.66,IMD,55.82,"{""extreme_weather"":true}"
3070,3070,396.56,IMD,25.83,"{""extreme_weather"":true}"
3071,3071,470.18,IMD,12.66,"{""extreme_weather"":true}"
3072,3072,475.13,IMD,11.51,"{""extreme_weather"":true}"
3073,3073,335.35,IMD,5.5,"{""extreme_weather"":true}"
3074,3074,192.56,IMD,91.99,"{""extreme_weather"":true}"
3075,3075,435.8,IMD,65.67,"{""extreme_weather"":true}"
3076,3076,68.74,IMD,92.87,"{""extreme_weather"":true}"
3077,3077,223.24,IMD,98.8,"{""extreme_weather"":true}"
3078,3078,160.51,IMD,72.74,"{""extreme_weather"":true}"
3079,3079,365.12,IMD,4.29,"{""extreme_weather"":true}"
3080,3080,303.15,IMD,31.0,"{""extreme_weather"":true}"
3081,3081,336.36,IMD,60.32,"{""extreme_weather"":true}"
3082,3082,151.35,IMD,40.73,"{""extreme_weather"":true}"
3083,3083,400.28,IMD,52.31,"{""extreme_weather"":true}"
3084,3084,179.53,IMD,30.92,"{""extreme_weather"":true}"
3085,3085,433.69,IMD,36.41,"{""extreme_weather"":true}"
3086,3086,19.7,IMD,14.09,"{""extreme_weather"":true}"
3087,3087,413.75,IMD,18.55,"{""extreme_weather"":true}"
3088,3088,446.1,IMD,3.36,"{""extreme_weather"":true}"
3089,3089,158.79,IMD,24.82,"{""extreme_weather"":true}"
3090,3090,43.45,IMD,89.14,"{""extreme_weather"":true}"
3091,3091,137.11,IMD,83.16,"{""extreme_weather"":true}"
3092,3092,281.66,IMD,36.49,"{""extreme_weather"":true}"
3093,3093,23.65,IMD,71.66,"{""extreme_weather"":true}"
3094,3094,443.12,IMD,12.63,"{""extreme_weather"":true}"
3095,3095,214.63,IMD,75.13,"{""extreme_weather"":true}"
3096,3096,270.09,IMD,4.93,"{""extreme_weather"":true}"
3097,3097,325.93,IMD,81.03,"{""extreme_weather"":true}"
3098,3098,308.73,IMD,67.85,"{""extreme_weather"":true}"
3099,3099,205.73,IMD,6.58,"{""extreme_weather"":true}"
3100,3100,263.44,IMD,44.41,"{""extreme_weather"":true}"
3101,3101,222.19,IMD,92.19,"{""extreme_weather"":true}"
3102,3102,59.98,IMD,87.4,"{""extreme_weather"":true}"
3103,3103,254.19,IMD,79.66,"{""extreme_weather"":true}"
3104,3104,388.9,IMD,39.47,"{""extreme_weather"":true}"
3105,3105,456.02,IMD,9.02,"{""extreme_weather"":true}"
3106,3106,445.36,IMD,77.15,"{""extreme_weather"":true}"
3107,3107,5.93,IMD,35.51,"{""extreme_weather"":true}"
3108,3108,270.89,IMD,18.13,"{""extreme_weather"":true}"
3109,3109,80.37,IMD,57.14,"{""extreme_weather"":true}"
3110,3110,222.16,IMD,83.24,"{""extreme_weather"":true}"
3111,3111,235.36,IMD,99.19,"{""extreme_weather"":true}"
3112,3112,230.12,IMD,14.73,"{""extreme_weather"":true}"
3113,3113,274.51,IMD,85.35,"{""extreme_weather"":true}"
3114,3114,440.46,IMD,8.72,"{""extreme_weather"":true}"
3115,3115,381.93,IMD,35.39,"{""extreme_weather"":true}"
3116,3116,317.77,IMD,80.28,"{""extreme_weather"":true}"
3117,3117,395.13,IMD,94.53,"{""extreme_weather"":true}"
3118,3118,493.87,IMD,70.02,"{""extreme_weather"":true}"
3119,3119,405.88,IMD,40.59,"{""extreme_weather"":true}"
3120,3120,445.59,IMD,17.12,"{""extreme_weather"":true}"
3121,3121,30.84,IMD,48.25,"{""extreme_weather"":true}"
3122,3122,365.99,IMD,75.04,"{""extreme_weather"":true}"
3123,3123,417.45,IMD,8.56,"{""extreme_weather"":true}"
3124,3124,151.76,IMD,15.95,"{""extreme_weather"":true}"
3125,3125,149.29,IMD,60.27,"{""extreme_weather"":true}"
3126,3126,332.3,IMD,74.94,"{""extreme_weather"":true}"
3127,3127,125.79,IMD,75.33,"{""extreme_weather"":true}"
3128,3128,276.25,IMD,26.78,"{""extreme_weather"":true}"
3129,3129,219.22,IMD,40.06,"{""extreme_weather"":true}"
3130,3130,382.42,IMD,27.45,"{""extreme_weather"":true}"
3131,3131,457.32,IMD,33.88,"{""extreme_weather"":true}"
3132,3132,477.87,IMD,48.77,"{""extreme_weather"":true}"
3133,3133,317.17,IMD,11.1,"{""extreme_weather"":true}"
3134,3134,270.36,IMD,24.44,"{""extreme_weather"":true}"
3135,3135,259.64,IMD,85.15,"{""extreme_weather"":true}"
3136,3136,445.0,IMD,82.66,"{""extreme_weather"":true}"
3137,3137,342.59,IMD,57.45,"{""extreme_weather"":true}"
3138,3138,140.01,IMD,66.04,"{""extreme_weather"":true}"
3139,3139,302.86,IMD,16.06,"{""extreme_weather"":true}"
3140,3140,467.06,IMD,56.25,"{""extreme_weather"":true}"
3141,3141,60.28,IMD,32.55,"{""extreme_weather"":true}"
3142,3142,40.66,IMD,92.78,"{""extreme_weather"":true}"
3143,3143,294.4,IMD,31.25,"{""extreme_weather"":true}"
3144,3144,46.95,IMD,72.85,"{""extreme_weather"":true}"
3145,3145,228.25,IMD,21.94,"{""extreme_weather"":true}"
3146,3146,429.89,IMD,86.95,"{""extreme_weather"":true}"
3147,3147,42.85,IMD,7.43,"{""extreme_weather"":true}"
3148,3148,346.78,IMD,91.29,"{""extreme_weather"":true}"
3149,3149,403.95,IMD,75.59,"{""extreme_weather"":true}"
3150,3150,129.9,IMD,36.38,"{""extreme_weather"":true}"
3151,3151,32.18,IMD,99.55,"{""extreme_weather"":true}"
3152,3152,250.99,IMD,11.53,"{""extreme_weather"":true}"
3153,3153,116.6,IMD,23.89,"{""extreme_weather"":true}"
3154,3154,191.76,IMD,23.09,"{""extreme_weather"":true}"
3155,3155,256.02,IMD,54.81,"{""extreme_weather"":true}"
3156,3156,188.58,IMD,21.76,"{""extreme_weather"":true}"
3157,3157,15.95,IMD,16.77,"{""extreme_weather"":true}"
3158,3158,212.99,IMD,81.17,"{""extreme_weather"":true}"
3159,3159,17.87,IMD,74.3,"{""extreme_weather"":true}"
3160,3160,204.66,IMD,55.64,"{""extreme_weather"":true}"
3161,3161,340.5,IMD,84.44,"{""extreme_weather"":true}"
3162,3162,330.55,IMD,17.06,"{""extreme_weather"":true}"
3163,3163,214.11,IMD,73.98,"{""extreme_weather"":true}"
3164,3164,330.05,IMD,18.26,"{""extreme_weather"":true}"
3165,3165,282.75,IMD,37.68,"{""extreme_weather"":true}"
3166,3166,436.78,IMD,27.17,"{""extreme_weather"":true}"
3167,3167,54.63,IMD,65.64,"{""extreme_weather"":true}"
3168,3168,410.59,IMD,35.1,"{""extreme_weather"":true}"
3169,3169,181.89,IMD,35.76,"{""extreme_weather"":true}"
3170,3170,143.96,IMD,2.81,"{""extreme_weather"":true}"
3171,3171,289.62,IMD,1.71,"{""extreme_weather"":true}"
3172,3172,385.27,IMD,26.6,"{""extreme_weather"":true}"
3173,3173,73.98,IMD,52.71,"{""extreme_weather"":true}"
3174,3174,459.87,IMD,6.53,"{""extreme_weather"":true}"
3175,3175,179.03,IMD,1.22,"{""extreme_weather"":true}"
3176,3176,200.08,IMD,38.81,"{""extreme_weather"":true}"
3177,3177,390.01,IMD,50.49,"{""extreme_weather"":true}"
3178,3178,369.89,IMD,99.65,"{""extreme_weather"":true}"
3179,3179,5.95,IMD,53.79,"{""extreme_weather"":true}"
3180,3180,328.59,IMD,89.92,"{""extreme_weather"":true}"
3181,3181,336.26,IMD,63.79,"{""extreme_weather"":true}"
3182,3182,326.81,IMD,60.04,"{""extreme_weather"":true}"
3183,3183,291.09,IMD,22.04,"{""extreme_weather"":true}"
3184,3184,311.3,IMD,31.98,"{""extreme_weather"":true}"
3185,3185,202.71,IMD,22.98,"{""extreme_weather"":true}"
3186,3186,353.43,IMD,11.66,"{""extreme_weather"":true}"
3187,3187,326.9,IMD,98.32,"{""extreme_weather"":true}"
3188,3188,473.83,IMD,50.15,"{""extreme_weather"":true}"
3189,3189,221.23,IMD,43.72,"{""extreme_weather"":true}"
3190,3190,232.72,IMD,18.2,"{""extreme_weather"":true}"
3191,3191,46.89,IMD,61.16,"{""extreme_weather"":true}"
3192,3192,390.29,IMD,36.64,"{""extreme_weather"":true}"
3193,3193,77.48,IMD,17.37,"{""extreme_weather"":true}"
3194,3194,83.32,IMD,35.22,"{""extreme_weather"":true}"
3195,3195,20.82,IMD,46.75,"{""extreme_weather"":true}"
3196,3196,470.56,IMD,44.83,"{""extreme_weather"":true}"
3197,3197,462.73,IMD,32.76,"{""extreme_weather"":true}"
3198,3198,69.66,IMD,9.7,"{""extreme_weather"":true}"
3199,3199,261.42,IMD,82.75,"{""extreme_weather"":true}"
3200,3200,271.81,IMD,78.38,"{""extreme_weather"":true}"
3201,3201,481.2,IMD,17.7,"{""extreme_weather"":true}"
3202,3202,171.01,IMD,37.24,"{""extreme_weather"":true}"
3203,3203,70.69,IMD,46.29,"{""extreme_weather"":true}"
3204,3204,294.3,IMD,97.57,"{""extreme_weather"":true}"
3205,3205,163.93,IMD,88.47,"{""extreme_weather"":true}"
3206,3206,198.35,IMD,90.51,"{""extreme_weather"":true}"
3207,3207,117.56,IMD,6.51,"{""extreme_weather"":true}"
3208,3208,238.68,IMD,17.86,"{""extreme_weather"":true}"
3209,3209,264.35,IMD,65.07,"{""extreme_weather"":true}"
3210,3210,226.35,IMD,90.99,"{""extreme_weather"":true}"
3211,3211,494.43,IMD,44.7,"{""extreme_weather"":true}"
3212,3212,201.4,IMD,44.93,"{""extreme_weather"":true}"
3213,3213,418.92,IMD,63.71,"{""extreme_weather"":true}"
3214,3214,464.57,IMD,16.27,"{""extreme_weather"":true}"
3215,3215,380.83,IMD,55.21,"{""extreme_weather"":true}"
3216,3216,93.18,IMD,65.3,"{""extreme_weather"":true}"
3217,3217,106.95,IMD,89.59,"{""extreme_weather"":true}"
3218,3218,263.46,IMD,17.82,"{""extreme_weather"":true}"
3219,3219,301.18,IMD,54.58,"{""extreme_weather"":true}"
3220,3220,165.36,IMD,71.84,"{""extreme_weather"":true}"
3221,3221,416.72,IMD,27.37,"{""extreme_weather"":true}"
3222,3222,54.19,IMD,70.8,"{""extreme_weather"":true}"
3223,3223,453.81,IMD,62.88,"{""extreme_weather"":true}"
3224,3224,450.72,IMD,31.45,"{""extreme_weather"":true}"
3225,3225,421.6,IMD,58.16,"{""extreme_weather"":true}"
3226,3226,24.72,IMD,66.68,"{""extreme_weather"":true}"
3227,3227,20.51,IMD,72.6,"{""extreme_weather"":true}"
3228,3228,163.28,IMD,15.11,"{""extreme_weather"":true}"
3229,3229,35.44,IMD,18.14,"{""extreme_weather"":true}"
3230,3230,373.22,IMD,94.34,"{""extreme_weather"":true}"
3231,3231,45.13,IMD,67.65,"{""extreme_weather"":true}"
3232,3232,299.54,IMD,25.28,"{""extreme_weather"":true}"
3233,3233,476.24,IMD,24.57,"{""extreme_weather"":true}"
3234,3234,181.77,IMD,29.58,"{""extreme_weather"":true}"
3235,3235,351.27,IMD,44.56,"{""extreme_weather"":true}"
3236,3236,170.62,IMD,21.35,"{""extreme_weather"":true}"
3237,3237,282.18,IMD,12.14,"{""extreme_weather"":true}"
3238,3238,26.89,IMD,46.47,"{""extreme_weather"":true}"
3239,3239,408.55,IMD,16.58,"{""extreme_weather"":true}"
3240,3240,123.71,IMD,56.98,"{""extreme_weather"":true}"
3241,3241,42.11,IMD,6.93,"{""extreme_weather"":true}"
3242,3242,381.27,IMD,2.31,"{""extreme_weather"":true}"
3243,3243,277.27,IMD,51.04,"{""extreme_weather"":true}"
3244,3244,476.01,IMD,79.84,"{""extreme_weather"":true}"
3245,3245,174.86,IMD,8.12,"{""extreme_weather"":true}"
3246,3246,415.81,IMD,46.17,"{""extreme_weather"":true}"
3247,3247,193.14,IMD,48.69,"{""extreme_weather"":true}"
3248,3248,345.46,IMD,38.65,"{""extreme_weather"":true}"
3249,3249,348.24,IMD,31.46,"{""extreme_weather"":true}"
3250,3250,325.16,IMD,77.39,"{""extreme_weather"":true}"
3251,3251,405.55,IMD,92.88,"{""extreme_weather"":true}"
3252,3252,285.24,IMD,10.85,"{""extreme_weather"":true}"
3253,3253,214.61,IMD,60.05,"{""extreme_weather"":true}"
3254,3254,59.27,IMD,58.36,"{""extreme_weather"":true}"
3255,3255,115.2,IMD,38.16,"{""extreme_weather"":true}"
3256,3256,48.83,IMD,41.23,"{""extreme_weather"":true}"
3257,3257,305.59,IMD,93.97,"{""extreme_weather"":true}"
3258,3258,36.53,IMD,27.6,"{""extreme_weather"":true}"
3259,3259,292.3,IMD,37.54,"{""extreme_weather"":true}"
3260,3260,252.99,IMD,73.18,"{""extreme_weather"":true}"
3261,3261,147.09,IMD,71.49,"{""extreme_weather"":true}"
3262,3262,466.17,IMD,28.01,"{""extreme_weather"":true}"
3263,3263,275.25,IMD,40.7,"{""extreme_weather"":true}"
3264,3264,285.31,IMD,15.3,"{""extreme_weather"":true}"
3265,3265,432.95,IMD,27.82,"{""extreme_weather"":true}"
3266,3266,147.02,IMD,9.86,"{""extreme_weather"":true}"
3267,3267,286.74,IMD,16.93,"{""extreme_weather"":true}"
3268,3268,222.71,IMD,96.79,"{""extreme_weather"":true}"
3269,3269,226.77,IMD,64.1,"{""extreme_weather"":true}"
3270,3270,288.45,IMD,10.19,"{""extreme_weather"":true}"
3271,3271,208.15,IMD,12.15,"{""extreme_weather"":true}"
3272,3272,233.82,IMD,60.17,"{""extreme_weather"":true}"
3273,3273,175.4,IMD,37.96,"{""extreme_weather"":true}"
3274,3274,490.07,IMD,63.72,"{""extreme_weather"":true}"
3275,3275,89.37,IMD,82.78,"{""extreme_weather"":true}"
3276,3276,179.83,IMD,33.8,"{""extreme_weather"":true}"
3277,3277,216.04,IMD,49.04,"{""extreme_weather"":true}"
3278,3278,83.81,IMD,43.68,"{""extreme_weather"":true}"
3279,3279,438.62,IMD,13.14,"{""extreme_weather"":true}"
3280,3280,386.13,IMD,37.33,"{""extreme_weather"":true}"
3281,3281,489.62,IMD,23.95,"{""extreme_weather"":true}"
3282,3282,38.65,IMD,52.14,"{""extreme_weather"":true}"
3283,3283,139.01,IMD,18.12,"{""extreme_weather"":true}"
3284,3284,215.68,IMD,25.56,"{""extreme_weather"":true}"
3285,3285,245.75,IMD,50.87,"{""extreme_weather"":true}"
3286,3286,303.26,IMD,2.94,"{""extreme_weather"":true}"
3287,3287,202.12,IMD,98.86,"{""extreme_weather"":true}"
3288,3288,276.23,IMD,92.64,"{""extreme_weather"":true}"
3289,3289,98.39,IMD,32.42,"{""extreme_weather"":true}"
3290,3290,413.19,IMD,83.25,"{""extreme_weather"":true}"
3291,3291,106.15,IMD,2.96,"{""extreme_weather"":true}"
3292,3292,241.52,IMD,69.44,"{""extreme_weather"":true}"
3293,3293,68.74,IMD,68.82,"{""extreme_weather"":true}"
3294,3294,362.96,IMD,93.52,"{""extreme_weather"":true}"
3295,3295,326.89,IMD,30.57,"{""extreme_weather"":true}"
3296,3296,304.17,IMD,88.82,"{""extreme_weather"":true}"
3297,3297,17.38,IMD,32.47,"{""extreme_weather"":true}"
3298,3298,217.95,IMD,46.32,"{""extreme_weather"":true}"
3299,3299,416.26,IMD,12.12,"{""extreme_weather"":true}"
3300,3300,386.35,IMD,40.04,"{""extreme_weather"":true}"
3301,3301,62.76,IMD,56.43,"{""extreme_weather"":true}"
3302,3302,25.12,IMD,25.36,"{""extreme_weather"":true}"
3303,3303,439.83,IMD,33.78,"{""extreme_weather"":true}"
3304,3304,410.38,IMD,66.41,"{""extreme_weather"":true}"
3305,3305,100.85,IMD,93.87,"{""extreme_weather"":true}"
3306,3306,307.85,IMD,16.92,"{""extreme_weather"":true}"
3307,3307,324.87,IMD,87.57,"{""extreme_weather"":true}"
3308,3308,301.06,IMD,60.56,"{""extreme_weather"":true}"
3309,3309,260.06,IMD,52.91,"{""extreme_weather"":true}"
3310,3310,400.59,IMD,8.18,"{""extreme_weather"":true}"
3311,3311,441.8,IMD,67.79,"{""extreme_weather"":true}"
3312,3312,292.07,IMD,98.34,"{""extreme_weather"":true}"
3313,3313,494.78,IMD,64.51,"{""extreme_weather"":true}"
3314,3314,218.15,IMD,14.56,"{""extreme_weather"":true}"
3315,3315,189.17,IMD,56.2,"{""extreme_weather"":true}"
3316,3316,169.7,IMD,33.93,"{""extreme_weather"":true}"
3317,3317,469.08,IMD,42.31,"{""extreme_weather"":true}"
3318,3318,334.12,IMD,26.71,"{""extreme_weather"":true}"
3319,3319,499.29,IMD,7.23,"{""extreme_weather"":true}"
3320,3320,482.46,IMD,54.23,"{""extreme_weather"":true}"
3321,3321,228.91,IMD,83.03,"{""extreme_weather"":true}"
3322,3322,390.41,IMD,53.02,"{""extreme_weather"":true}"
3323,3323,110.37,IMD,31.16,"{""extreme_weather"":true}"
3324,3324,295.91,IMD,71.42,"{""extreme_weather"":true}"
3325,3325,434.21,IMD,40.9,"{""extreme_weather"":true}"
3326,3326,147.52,IMD,36.13,"{""extreme_weather"":true}"
3327,3327,422.63,IMD,42.23,"{""extreme_weather"":true}"
3328,3328,326.43,IMD,46.22,"{""extreme_weather"":true}"
3329,3329,234.44,IMD,17.34,"{""extreme_weather"":true}"
3330,3330,202.56,IMD,42.75,"{""extreme_weather"":true}"
3331,3331,451.69,IMD,52.88,"{""extreme_weather"":true}"
3332,3332,23.09,IMD,78.21,"{""extreme_weather"":true}"
3333,3333,120.1,IMD,60.07,"{""extreme_weather"":true}"
3334,3334,263.23,IMD,50.52,"{""extreme_weather"":true}"
3335,3335,238.73,IMD,80.77,"{""extreme_weather"":true}"
3336,3336,437.3,IMD,76.31,"{""extreme_weather"":true}"
3337,3337,128.79,IMD,3.53,"{""extreme_weather"":true}"
3338,3338,294.59,IMD,56.18,"{""extreme_weather"":true}"
3339,3339,109.06,IMD,8.6,"{""extreme_weather"":true}"
3340,3340,55.34,IMD,51.03,"{""extreme_weather"":true}"
3341,3341,235.78,IMD,98.79,"{""extreme_weather"":true}"
3342,3342,410.09,IMD,18.74,"{""extreme_weather"":true}"
3343,3343,7.19,IMD,64.25,"{""extreme_weather"":true}"
3344,3344,303.19,IMD,42.09,"{""extreme_weather"":true}"
3345,3345,437.89,IMD,59.44,"{""extreme_weather"":true}"
3346,3346,312.12,IMD,64.93,"{""extreme_weather"":true}"
3347,3347,360.19,IMD,72.01,"{""extreme_weather"":true}"
3348,3348,482.63,IMD,97.85,"{""extreme_weather"":true}"
3349,3349,430.86,IMD,51.08,"{""extreme_weather"":true}"
3350,3350,49.34,IMD,47.64,"{""extreme_weather"":true}"
3351,3351,31.54,IMD,77.22,"{""extreme_weather"":true}"
3352,3352,377.27,IMD,99.35,"{""extreme_weather"":true}"
3353,3353,434.86,IMD,19.93,"{""extreme_weather"":true}"
3354,3354,491.8,IMD,64.21,"{""extreme_weather"":true}"
3355,3355,475.2,IMD,7.17,"{""extreme_weather"":true}"
3356,3356,360.44,IMD,81.54,"{""extreme_weather"":true}"
3357,3357,391.59,IMD,61.61,"{""extreme_weather"":true}"
3358,3358,292.84,IMD,42.29,"{""extreme_weather"":true}"
3359,3359,313.46,IMD,60.97,"{""extreme_weather"":true}"
3360,3360,114.31,IMD,48.26,"{""extreme_weather"":true}"
3361,3361,450.06,IMD,99.91,"{""extreme_weather"":true}"
3362,3362,333.4,IMD,6.37,"{""extreme_weather"":true}"
3363,3363,92.75,IMD,37.14,"{""extreme_weather"":true}"
3364,3364,451.08,IMD,12.67,"{""extreme_weather"":true}"
3365,3365,451.99,IMD,25.84,"{""extreme_weather"":true}"
3366,3366,482.16,IMD,14.69,"{""extreme_weather"":true}"
3367,3367,319.18,IMD,71.37,"{""extreme_weather"":true}"
3368,3368,306.89,IMD,62.19,"{""extreme_weather"":true}"
3369,3369,402.36,IMD,52.59,"{""extreme_weather"":true}"
3370,3370,157.39,IMD,17.04,"{""extreme_weather"":true}"
3371,3371,211.6,IMD,4.07,"{""extreme_weather"":true}"
3372,3372,322.97,IMD,13.69,"{""extreme_weather"":true}"
3373,3373,134.02,IMD,22.06,"{""extreme_weather"":true}"
3374,3374,223.09,IMD,5.97,"{""extreme_weather"":true}"
3375,3375,61.53,IMD,89.31,"{""extreme_weather"":true}"
3376,3376,204.45,IMD,13.26,"{""extreme_weather"":true}"
3377,3377,462.23,IMD,3.09,"{""extreme_weather"":true}"
3378,3378,251.37,IMD,67.83,"{""extreme_weather"":true}"
3379,3379,180.69,IMD,82.78,"{""extreme_weather"":true}"
3380,3380,40.45,IMD,75.49,"{""extreme_weather"":true}"
3381,3381,388.06,IMD,18.12,"{""extreme_weather"":true}"
3382,3382,268.22,IMD,27.84,"{""extreme_weather"":true}"
3383,3383,387.42,IMD,33.98,"{""extreme_weather"":true}"
3384,3384,60.58,IMD,48.92,"{""extreme_weather"":true}"
3385,3385,326.76,IMD,24.97,"{""extreme_weather"":true}"
3386,3386,120.35,IMD,83.68,"{""extreme_weather"":true}"
3387,3387,404.68,IMD,59.48,"{""extreme_weather"":true}"
3388,3388,376.95,IMD,99.84,"{""extreme_weather"":true}"
3389,3389,423.04,IMD,17.4,"{""extreme_weather"":true}"
3390,3390,27.44,IMD,27.7,"{""extreme_weather"":true}"
3391,3391,258.89,IMD,4.29,"{""extreme_weather"":true}"
3392,3392,330.06,IMD,91.16,"{""extreme_weather"":true}"
3393,3393,436.51,IMD,68.5,"{""extreme_weather"":true}"
3394,3394,445.83,IMD,42.58,"{""extreme_weather"":true}"
3395,3395,475.12,IMD,54.46,"{""extreme_weather"":true}"
3396,3396,175.48,IMD,37.72,"{""extreme_weather"":true}"
3397,3397,52.69,IMD,14.55,"{""extreme_weather"":true}"
3398,3398,457.19,IMD,28.96,"{""extreme_weather"":true}"
3399,3399,189.1,IMD,50.15,"{""extreme_weather"":true}"
3400,3400,33.17,IMD,55.26,"{""extreme_weather"":true}"
3401,3401,38.93,IMD,63.16,"{""extreme_weather"":true}"
3402,3402,371.7,IMD,75.36,"{""extreme_weather"":true}"
3403,3403,31.9,IMD,54.83,"{""extreme_weather"":true}"
3404,3404,396.27,IMD,38.74,"{""extreme_weather"":true}"
3405,3405,91.35,IMD,23.16,"{""extreme_weather"":true}"
3406,3406,275.06,IMD,7.64,"{""extreme_weather"":true}"
3407,3407,455.02,IMD,12.36,"{""extreme_weather"":true}"
3408,3408,201.28,IMD,26.09,"{""extreme_weather"":true}"
3409,3409,76.35,IMD,25.64,"{""extreme_weather"":true}"
3410,3410,333.86,IMD,27.57,"{""extreme_weather"":true}"
3411,3411,218.06,IMD,15.0,"{""extreme_weather"":true}"
3412,3412,452.7,IMD,92.15,"{""extreme_weather"":true}"
3413,3413,196.23,IMD,56.01,"{""extreme_weather"":true}"
3414,3414,382.68,IMD,37.39,"{""extreme_weather"":true}"
3415,3415,277.15,IMD,7.0,"{""extreme_weather"":true}"
3416,3416,425.03,IMD,59.9,"{""extreme_weather"":true}"
3417,3417,181.14,IMD,38.26,"{""extreme_weather"":true}"
3418,3418,164.17,IMD,17.02,"{""extreme_weather"":true}"
3419,3419,194.1,IMD,23.02,"{""extreme_weather"":true}"
3420,3420,355.04,IMD,67.53,"{""extreme_weather"":true}"
3421,3421,360.96,IMD,23.74,"{""extreme_weather"":true}"
3422,3422,91.1,IMD,17.25,"{""extreme_weather"":true}"
3423,3423,53.8,IMD,3.74,"{""extreme_weather"":true}"
3424,3424,395.23,IMD,53.37,"{""extreme_weather"":true}"
3425,3425,19.12,IMD,86.71,"{""extreme_weather"":true}"
3426,3426,428.15,IMD,87.99,"{""extreme_weather"":true}"
3427,3427,206.88,IMD,23.77,"{""extreme_weather"":true}"
3428,3428,477.9,IMD,5.53,"{""extreme_weather"":true}"
3429,3429,45.36,IMD,4.97,"{""extreme_weather"":true}"
3430,3430,388.46,IMD,10.5,"{""extreme_weather"":true}"
3431,3431,94.45,IMD,1.56,"{""extreme_weather"":true}"
3432,3432,192.88,IMD,50.18,"{""extreme_weather"":true}"
3433,3433,291.92,IMD,19.1,"{""extreme_weather"":true}"
3434,3434,260.51,IMD,61.13,"{""extreme_weather"":true}"
