farm_id,farmer_id,survey_number,gat_number,farm_area_hectare,village_id,geojson,soil_type,irrigation_type
3015,1494,764/3,GAT-3015,5.34,88,"{""type"":""Polygon""}",Red Soil,Drip
3016,1495,398/5,GAT-3016,6.51,136,"{""type"":""Polygon""}",Black Soil,Drip
3017,1496,218/2,GAT-3017,3.04,452,"{""type"":""Polygon""}",Red Soil,Drip
3018,1496,569/5,GAT-3018,5.45,452,"{""type"":""Polygon""}",Clay,Rainfed
3019,1496,420/3,GAT-3019,4.55,452,"{""type"":""Polygon""}",Red Soil,Canal
3020,1497,177/4,GAT-3020,3.34,128,"{""type"":""Polygon""}",Red Soil,Drip
3021,1498,228/3,GAT-3021,6.03,202,"{""type"":""Polygon""}",Clay,Drip
3022,1498,287/3,GAT-3022,9.53,202,"{""type"":""Polygon""}",Red Soil,Rainfed
3023,1498,457/2,GAT-3023,4.85,202,"{""type"":""Polygon""}",Black Soil,Rainfed
3024,1499,12/1,GAT-3024,6.92,344,"{""type"":""Polygon""}",Black Soil,Canal
3025,1500,947/5,GAT-3025,2.83,261,"{""type"":""Polygon""}",Red Soil,Rainfed
3026,1500,411/1,GAT-3026,2.38,261,"{""type"":""Polygon""}",Red Soil,Canal
3027,1501,272/5,GAT-3027,8.8,254,"{""type"":""Polygon""}",Black Soil,Drip
3028,1501,818/3,GAT-3028,8.33,254,"{""type"":""Polygon""}",Clay,Rainfed
3029,1502,640/1,GAT-3029,2.73,353,"{""type"":""Polygon""}",Black Soil,Drip
3030,1503,966/1,GAT-3030,1.18,4,"{""type"":""Polygon""}",Black Soil,Canal
3031,1503,8/5,GAT-3031,6.26,4,"{""type"":""Polygon""}",Clay,Canal
3032,1503,110/2,GAT-3032,8.03,4,"{""type"":""Polygon""}",Red Soil,Drip
3033,1504,957/4,GAT-3033,1.82,106,"{""type"":""Polygon""}",Clay,Canal
3034,1505,776/5,GAT-3034,2.68,40,"{""type"":""Polygon""}",Clay,Rainfed
3035,1506,501/5,GAT-3035,3.79,422,"{""type"":""Polygon""}",Clay,Drip
3036,1506,689/5,GAT-3036,3.41,422,"{""type"":""Polygon""}",Red Soil,Canal
3037,1507,271/5,GAT-3037,3.28,409,"{""type"":""Polygon""}",Clay,Drip
3038,1508,722/2,GAT-3038,2.92,132,"{""type"":""Polygon""}",Black Soil,Canal
3039,1509,991/3,GAT-3039,9.67,272,"{""type"":""Polygon""}",Black Soil,Rainfed
3040,1510,326/4,GAT-3040,9.04,57,"{""type"":""Polygon""}",Black Soil,Canal
3041,1510,385/2,GAT-3041,6.36,57,"{""type"":""Polygon""}",Red Soil,Drip
3042,1511,93/4,GAT-3042,2.06,212,"{""type"":""Polygon""}",Black Soil,Drip
3043,1511,731/3,GAT-3043,3.68,212,"{""type"":""Polygon""}",Clay,Canal
3044,1512,647/3,GAT-3044,3.41,287,"{""type"":""Polygon""}",Red Soil,Rainfed
3045,1512,848/1,GAT-3045,3.96,287,"{""type"":""Polygon""}",Black Soil,Canal
3046,1512,507/2,GAT-3046,4.37,287,"{""type"":""Polygon""}",Black Soil,Drip
3047,1513,233/1,GAT-3047,5.84,428,"{""type"":""Polygon""}",Black Soil,Drip
3048,1514,871/3,GAT-3048,5.95,404,"{""type"":""Polygon""}",Black Soil,Rainfed
3049,1515,370/1,GAT-3049,8.11,117,"{""type"":""Polygon""}",Clay,Rainfed
3050,1516,842/5,GAT-3050,3.64,289,"{""type"":""Polygon""}",Red Soil,Rainfed
3051,1517,568/2,GAT-3051,3.63,124,"{""type"":""Polygon""}",Clay,Drip
3052,1517,28/3,GAT-3052,1.04,124,"{""type"":""Polygon""}",Red Soil,Canal
3053,1518,719/2,GAT-3053,3.25,286,"{""type"":""Polygon""}",Black Soil,Canal
3054,1518,57/2,GAT-3054,2.94,286,"{""type"":""Polygon""}",Red Soil,Canal
3055,1518,98/5,GAT-3055,8.35,286,"{""type"":""Polygon""}",Clay,Drip
3056,1519,677/3,GAT-3056,9.61,342,"{""type"":""Polygon""}",Clay,Rainfed
3057,1519,658/1,GAT-3057,6.52,342,"{""type"":""Polygon""}",Red Soil,Rainfed
3058,1519,716/3,GAT-3058,9.78,342,"{""type"":""Polygon""}",Red Soil,Drip
3059,1520,527/4,GAT-3059,1.45,177,"{""type"":""Polygon""}",Clay,Canal
3060,1521,217/3,GAT-3060,6.78,295,"{""type"":""Polygon""}",Clay,Canal
3061,1521,169/4,GAT-3061,3.68,295,"{""type"":""Polygon""}",Red Soil,Drip
3062,1521,662/2,GAT-3062,4.76,295,"{""type"":""Polygon""}",Black Soil,Rainfed
3063,1522,936/5,GAT-3063,5.63,309,"{""type"":""Polygon""}",Clay,Drip
3064,1522,722/1,GAT-3064,3.18,309,"{""type"":""Polygon""}",Clay,Rainfed
3065,1523,487/3,GAT-3065,6.09,337,"{""type"":""Polygon""}",Red Soil,Drip
3066,1523,926/2,GAT-3066,1.7,337,"{""type"":""Polygon""}",Black Soil,Rainfed
3067,1523,415/5,GAT-3067,8.34,337,"{""type"":""Polygon""}",Black Soil,Canal
3068,1524,225/5,GAT-3068,4.53,94,"{""type"":""Polygon""}",Black Soil,Drip
3069,1525,664/4,GAT-3069,3.67,307,"{""type"":""Polygon""}",Black Soil,Canal
3070,1525,655/2,GAT-3070,4.4,307,"{""type"":""Polygon""}",Red Soil,Canal
3071,1525,603/1,GAT-3071,8.26,307,"{""type"":""Polygon""}",Clay,Drip
3072,1526,522/4,GAT-3072,5.97,55,"{""type"":""Polygon""}",Clay,Drip
3073,1526,6/1,GAT-3073,8.17,55,"{""type"":""Polygon""}",Red Soil,Rainfed
3074,1527,990/1,GAT-3074,8.82,312,"{""type"":""Polygon""}",Red Soil,Canal
3075,1527,931/3,GAT-3075,9.15,312,"{""type"":""Polygon""}",Clay,Canal
3076,1527,652/2,GAT-3076,8.05,312,"{""type"":""Polygon""}",Red Soil,Canal
3077,1528,741/3,GAT-3077,9.63,68,"{""type"":""Polygon""}",Clay,Rainfed
3078,1528,975/1,GAT-3078,7.46,68,"{""type"":""Polygon""}",Black Soil,Rainfed
3079,1529,423/3,GAT-3079,2.78,145,"{""type"":""Polygon""}",Red Soil,Drip
3080,1529,85/1,GAT-3080,7.05,145,"{""type"":""Polygon""}",Clay,Rainfed
3081,1530,862/3,GAT-3081,8.42,277,"{""type"":""Polygon""}",Clay,Drip
3082,1530,509/2,GAT-3082,4.93,277,"{""type"":""Polygon""}",Black Soil,Canal
3083,1530,444/5,GAT-3083,0.74,277,"{""type"":""Polygon""}",Black Soil,Drip
3084,1531,264/1,GAT-3084,3.68,361,"{""type"":""Polygon""}",Black Soil,Rainfed
3085,1531,648/1,GAT-3085,2.08,361,"{""type"":""Polygon""}",Black Soil,Canal
3086,1531,754/4,GAT-3086,1.09,361,"{""type"":""Polygon""}",Clay,Drip
3087,1532,629/3,GAT-3087,7.74,164,"{""type"":""Polygon""}",Clay,Drip
3088,1532,496/5,GAT-3088,1.25,164,"{""type"":""Polygon""}",Black Soil,Drip
3089,1532,769/5,GAT-3089,3.89,164,"{""type"":""Polygon""}",Black Soil,Rainfed
3090,1533,598/3,GAT-3090,4.24,35,"{""type"":""Polygon""}",Red Soil,Canal
3091,1534,476/3,GAT-3091,0.53,8,"{""type"":""Polygon""}",Black Soil,Rainfed
3092,1534,321/3,GAT-3092,8.15,8,"{""type"":""Polygon""}",Red Soil,Rainfed
3093,1534,987/5,GAT-3093,5.53,8,"{""type"":""Polygon""}",Clay,Canal
3094,1535,712/1,GAT-3094,7.34,289,"{""type"":""Polygon""}",Black Soil,Canal
3095,1535,162/5,GAT-3095,3.84,289,"{""type"":""Polygon""}",Red Soil,Canal
3096,1535,236/4,GAT-3096,2.83,289,"{""type"":""Polygon""}",Clay,Drip
3097,1536,247/4,GAT-3097,6.17,261,"{""type"":""Polygon""}",Black Soil,Canal
3098,1537,857/1,GAT-3098,1.41,63,"{""type"":""Polygon""}",Red Soil,Drip
3099,1537,764/1,GAT-3099,5.69,63,"{""type"":""Polygon""}",Black Soil,Canal
3100,1537,969/1,GAT-3100,2.69,63,"{""type"":""Polygon""}",Black Soil,Rainfed
3101,1538,239/4,GAT-3101,8.48,22,"{""type"":""Polygon""}",Red Soil,Canal
3102,1538,449/1,GAT-3102,8.52,22,"{""type"":""Polygon""}",Black Soil,Canal
3103,1539,881/1,GAT-3103,6.89,334,"{""type"":""Polygon""}",Clay,Drip
3104,1539,894/2,GAT-3104,6.04,334,"{""type"":""Polygon""}",Red Soil,Canal
3105,1539,598/3,GAT-3105,6.39,334,"{""type"":""Polygon""}",Clay,Rainfed
3106,1540,115/1,GAT-3106,1.1,420,"{""type"":""Polygon""}",Red Soil,Rainfed
3107,1540,613/4,GAT-3107,7.38,420,"{""type"":""Polygon""}",Black Soil,Drip
3108,1541,60/1,GAT-3108,6.87,24,"{""type"":""Polygon""}",Red Soil,Canal
3109,1541,873/4,GAT-3109,1.26,24,"{""type"":""Polygon""}",Clay,Rainfed
3110,1541,986/4,GAT-3110,6.82,24,"{""type"":""Polygon""}",Clay,Drip
3111,1542,92/3,GAT-3111,9.91,65,"{""type"":""Polygon""}",Red Soil,Drip
3112,1542,665/2,GAT-3112,9.06,65,"{""type"":""Polygon""}",Black Soil,Drip
3113,1543,196/5,GAT-3113,1.84,49,"{""type"":""Polygon""}",Red Soil,Rainfed
3114,1544,900/1,GAT-3114,1.18,345,"{""type"":""Polygon""}",Red Soil,Rainfed
3115,1545,896/5,GAT-3115,7.07,245,"{""type"":""Polygon""}",Red Soil,Rainfed
3116,1545,820/2,GAT-3116,3.97,245,"{""type"":""Polygon""}",Clay,Drip
3117,1545,167/2,GAT-3117,2.56,245,"{""type"":""Polygon""}",Black Soil,Rainfed
3118,1546,949/3,GAT-3118,8.05,89,"{""type"":""Polygon""}",Clay,Drip
3119,1547,627/1,GAT-3119,0.75,400,"{""type"":""Polygon""}",Black Soil,Canal
3120,1547,421/1,GAT-3120,5.03,400,"{""type"":""Polygon""}",Red Soil,Canal
3121,1547,666/2,GAT-3121,7.68,400,"{""type"":""Polygon""}",Red Soil,Rainfed
3122,1548,832/4,GAT-3122,2.43,306,"{""type"":""Polygon""}",Clay,Rainfed
3123,1548,282/3,GAT-3123,4.52,306,"{""type"":""Polygon""}",Clay,Rainfed
3124,1548,12/1,GAT-3124,4.09,306,"{""type"":""Polygon""}",Red Soil,Drip
3125,1549,576/1,GAT-3125,7.38,112,"{""type"":""Polygon""}",Clay,Rainfed
3126,1550,53/2,GAT-3126,5.6,3,"{""type"":""Polygon""}",Red Soil,Rainfed
3127,1551,255/1,GAT-3127,8.33,271,"{""type"":""Polygon""}",Red Soil,Rainfed
3128,1552,982/5,GAT-3128,1.06,464,"{""type"":""Polygon""}",Red Soil,Canal
3129,1553,663/4,GAT-3129,3.76,265,"{""type"":""Polygon""}",Clay,Rainfed
3130,1553,427/2,GAT-3130,9.5,265,"{""type"":""Polygon""}",Black Soil,Drip
3131,1553,306/4,GAT-3131,1.8,265,"{""type"":""Polygon""}",Black Soil,Rainfed
3132,1554,608/2,GAT-3132,8.72,62,"{""type"":""Polygon""}",Red Soil,Canal
3133,1555,711/3,GAT-3133,7.76,161,"{""type"":""Polygon""}",Clay,Drip
3134,1555,776/4,GAT-3134,7.42,161,"{""type"":""Polygon""}",Red Soil,Canal
3135,1555,216/3,GAT-3135,5.31,161,"{""type"":""Polygon""}",Black Soil,Rainfed
3136,1556,157/1,GAT-3136,1.8,252,"{""type"":""Polygon""}",Black Soil,Rainfed
3137,1556,580/1,GAT-3137,2.09,252,"{""type"":""Polygon""}",Red Soil,Rainfed
3138,1557,47/2,GAT-3138,6.1,376,"{""type"":""Polygon""}",Clay,Canal
3139,1557,253/1,GAT-3139,6.81,376,"{""type"":""Polygon""}",Red Soil,Rainfed
3140,1557,315/4,GAT-3140,9.27,376,"{""type"":""Polygon""}",Clay,Canal
3141,1558,392/3,GAT-3141,4.02,359,"{""type"":""Polygon""}",Red Soil,Rainfed
3142,1558,746/2,GAT-3142,4.7,359,"{""type"":""Polygon""}",Clay,Canal
3143,1558,160/1,GAT-3143,8.56,359,"{""type"":""Polygon""}",Red Soil,Rainfed
3144,1559,164/2,GAT-3144,2.68,395,"{""type"":""Polygon""}",Black Soil,Drip
3145,1559,804/3,GAT-3145,2.24,395,"{""type"":""Polygon""}",Red Soil,Canal
3146,1559,791/2,GAT-3146,4.03,395,"{""type"":""Polygon""}",Clay,Drip
3147,1560,229/3,GAT-3147,8.89,268,"{""type"":""Polygon""}",Black Soil,Canal
3148,1560,7/2,GAT-3148,7.65,268,"{""type"":""Polygon""}",Black Soil,Canal
3149,1560,603/3,GAT-3149,3.0,268,"{""type"":""Polygon""}",Clay,Drip
3150,1561,59/4,GAT-3150,0.54,243,"{""type"":""Polygon""}",Red Soil,Canal
3151,1561,518/2,GAT-3151,1.15,243,"{""type"":""Polygon""}",Black Soil,Canal
3152,1562,94/2,GAT-3152,4.13,180,"{""type"":""Polygon""}",Black Soil,Drip
3153,1562,341/1,GAT-3153,6.17,180,"{""type"":""Polygon""}",Black Soil,Canal
3154,1563,672/5,GAT-3154,5.84,458,"{""type"":""Polygon""}",Clay,Drip
3155,1564,174/4,GAT-3155,4.66,461,"{""type"":""Polygon""}",Red Soil,Drip
3156,1564,23/3,GAT-3156,2.21,461,"{""type"":""Polygon""}",Black Soil,Drip
3157,1565,884/1,GAT-3157,9.76,29,"{""type"":""Polygon""}",Black Soil,Rainfed
3158,1566,51/5,GAT-3158,4.12,469,"{""type"":""Polygon""}",Red Soil,Canal
3159,1566,744/1,GAT-3159,4.0,469,"{""type"":""Polygon""}",Red Soil,Rainfed
3160,1567,8/4,GAT-3160,9.29,68,"{""type"":""Polygon""}",Clay,Rainfed
3161,1567,287/3,GAT-3161,4.24,68,"{""type"":""Polygon""}",Red Soil,Drip
3162,1568,217/5,GAT-3162,2.8,127,"{""type"":""Polygon""}",Clay,Canal
3163,1569,979/2,GAT-3163,5.0,142,"{""type"":""Polygon""}",Black Soil,Rainfed
3164,1569,384/3,GAT-3164,3.84,142,"{""type"":""Polygon""}",Clay,Rainfed
3165,1569,993/1,GAT-3165,4.18,142,"{""type"":""Polygon""}",Black Soil,Drip
3166,1570,73/3,GAT-3166,8.85,461,"{""type"":""Polygon""}",Clay,Rainfed
3167,1570,48/3,GAT-3167,7.1,461,"{""type"":""Polygon""}",Red Soil,Rainfed
3168,1570,485/5,GAT-3168,8.61,461,"{""type"":""Polygon""}",Clay,Canal
3169,1571,969/1,GAT-3169,2.01,75,"{""type"":""Polygon""}",Red Soil,Canal
3170,1571,360/2,GAT-3170,7.2,75,"{""type"":""Polygon""}",Black Soil,Rainfed
3171,1572,85/4,GAT-3171,6.06,118,"{""type"":""Polygon""}",Red Soil,Rainfed
3172,1572,745/3,GAT-3172,4.4,118,"{""type"":""Polygon""}",Red Soil,Rainfed
3173,1573,569/3,GAT-3173,3.55,444,"{""type"":""Polygon""}",Clay,Rainfed
3174,1573,113/4,GAT-3174,8.21,444,"{""type"":""Polygon""}",Red Soil,Drip
3175,1573,221/2,GAT-3175,3.43,444,"{""type"":""Polygon""}",Black Soil,Drip
3176,1574,562/3,GAT-3176,8.14,303,"{""type"":""Polygon""}",Black Soil,Canal
3177,1574,19/1,GAT-3177,5.65,303,"{""type"":""Polygon""}",Clay,Drip
3178,1574,872/3,GAT-3178,8.48,303,"{""type"":""Polygon""}",Red Soil,Rainfed
3179,1575,574/3,GAT-3179,0.9,383,"{""type"":""Polygon""}",Black Soil,Rainfed
3180,1576,406/4,GAT-3180,5.54,128,"{""type"":""Polygon""}",Black Soil,Rainfed
3181,1577,10/1,GAT-3181,8.3,435,"{""type"":""Polygon""}",Black Soil,Drip
3182,1577,666/2,GAT-3182,4.3,435,"{""type"":""Polygon""}",Red Soil,Canal
3183,1578,401/5,GAT-3183,4.56,97,"{""type"":""Polygon""}",Red Soil,Drip
3184,1578,594/1,GAT-3184,6.44,97,"{""type"":""Polygon""}",Black Soil,Drip
3185,1579,422/3,GAT-3185,7.52,147,"{""type"":""Polygon""}",Black Soil,Canal
3186,1579,634/1,GAT-3186,5.05,147,"{""type"":""Polygon""}",Red Soil,Rainfed
3187,1580,528/3,GAT-3187,1.35,341,"{""type"":""Polygon""}",Clay,Rainfed
3188,1580,917/2,GAT-3188,7.78,341,"{""type"":""Polygon""}",Black Soil,Rainfed
3189,1580,150/5,GAT-3189,6.05,341,"{""type"":""Polygon""}",Black Soil,Rainfed
3190,1581,311/1,GAT-3190,1.99,319,"{""type"":""Polygon""}",Red Soil,Drip
3191,1581,710/2,GAT-3191,9.91,319,"{""type"":""Polygon""}",Clay,Rainfed
3192,1581,409/5,GAT-3192,4.28,319,"{""type"":""Polygon""}",Black Soil,Rainfed
3193,1582,329/2,GAT-3193,5.27,279,"{""type"":""Polygon""}",Clay,Rainfed
3194,1582,559/3,GAT-3194,5.13,279,"{""type"":""Polygon""}",Red Soil,Rainfed
3195,1583,37/4,GAT-3195,7.94,20,"{""type"":""Polygon""}",Black Soil,Rainfed
3196,1583,576/3,GAT-3196,5.98,20,"{""type"":""Polygon""}",Black Soil,Rainfed
3197,1583,269/2,GAT-3197,9.79,20,"{""type"":""Polygon""}",Black Soil,Drip
3198,1584,316/2,GAT-3198,5.01,378,"{""type"":""Polygon""}",Black Soil,Canal
3199,1584,229/3,GAT-3199,2.71,378,"{""type"":""Polygon""}",Black Soil,Rainfed
3200,1584,313/1,GAT-3200,5.2,378,"{""type"":""Polygon""}",Clay,Drip
3201,1585,803/2,GAT-3201,4.13,353,"{""type"":""Polygon""}",Red Soil,Rainfed
3202,1586,632/3,GAT-3202,9.53,65,"{""type"":""Polygon""}",Black Soil,Drip
3203,1586,93/5,GAT-3203,1.59,65,"{""type"":""Polygon""}",Black Soil,Canal
3204,1587,25/4,GAT-3204,8.57,239,"{""type"":""Polygon""}",Clay,Canal
3205,1587,149/2,GAT-3205,6.35,239,"{""type"":""Polygon""}",Red Soil,Drip
3206,1588,235/5,GAT-3206,2.14,392,"{""type"":""Polygon""}",Black Soil,Rainfed
3207,1589,245/2,GAT-3207,6.57,130,"{""type"":""Polygon""}",Red Soil,Drip
3208,1589,106/2,GAT-3208,2.91,130,"{""type"":""Polygon""}",Black Soil,Canal
3209,1589,4/5,GAT-3209,3.21,130,"{""type"":""Polygon""}",Red Soil,Drip
3210,1590,227/1,GAT-3210,2.71,356,"{""type"":""Polygon""}",Clay,Rainfed
3211,1590,648/1,GAT-3211,9.19,356,"{""type"":""Polygon""}",Black Soil,Rainfed
3212,1591,636/5,GAT-3212,1.02,430,"{""type"":""Polygon""}",Red Soil,Rainfed
3213,1591,341/5,GAT-3213,2.72,430,"{""type"":""Polygon""}",Black Soil,Drip
3214,1591,691/3,GAT-3214,4.35,430,"{""type"":""Polygon""}",Black Soil,Drip
3215,1592,896/2,GAT-3215,0.86,67,"{""type"":""Polygon""}",Black Soil,Canal
3216,1593,169/4,GAT-3216,6.26,235,"{""type"":""Polygon""}",Black Soil,Canal
3217,1593,439/3,GAT-3217,6.55,235,"{""type"":""Polygon""}",Black Soil,Canal
3218,1594,258/2,GAT-3218,4.71,281,"{""type"":""Polygon""}",Black Soil,Drip
3219,1594,694/2,GAT-3219,4.47,281,"{""type"":""Polygon""}",Clay,Drip
3220,1595,450/5,GAT-3220,5.89,172,"{""type"":""Polygon""}",Clay,Canal
3221,1595,805/3,GAT-3221,6.65,172,"{""type"":""Polygon""}",Black Soil,Rainfed
3222,1596,354/5,GAT-3222,3.69,440,"{""type"":""Polygon""}",Clay,Canal
3223,1596,940/1,GAT-3223,7.76,440,"{""type"":""Polygon""}",Black Soil,Drip
3224,1597,605/2,GAT-3224,8.36,115,"{""type"":""Polygon""}",Clay,Drip
3225,1597,579/4,GAT-3225,5.32,115,"{""type"":""Polygon""}",Black Soil,Canal
3226,1598,256/3,GAT-3226,5.17,265,"{""type"":""Polygon""}",Black Soil,Rainfed
3227,1598,549/5,GAT-3227,1.16,265,"{""type"":""Polygon""}",Clay,Rainfed
3228,1598,252/1,GAT-3228,2.11,265,"{""type"":""Polygon""}",Clay,Drip
3229,1599,354/1,GAT-3229,6.23,232,"{""type"":""Polygon""}",Black Soil,Canal
3230,1600,832/3,GAT-3230,2.01,178,"{""type"":""Polygon""}",Black Soil,Drip
3231,1600,449/2,GAT-3231,6.64,178,"{""type"":""Polygon""}",Red Soil,Drip
3232,1600,108/5,GAT-3232,6.74,178,"{""type"":""Polygon""}",Black Soil,Rainfed
3233,1601,775/3,GAT-3233,5.75,94,"{""type"":""Polygon""}",Black Soil,Canal
3234,1601,669/5,GAT-3234,1.29,94,"{""type"":""Polygon""}",Clay,Canal
3235,1601,485/1,GAT-3235,0.79,94,"{""type"":""Polygon""}",Black Soil,Canal
3236,1602,944/2,GAT-3236,8.61,387,"{""type"":""Polygon""}",Red Soil,Drip
3237,1602,549/3,GAT-3237,2.23,387,"{""type"":""Polygon""}",Clay,Drip
3238,1602,150/2,GAT-3238,5.6,387,"{""type"":""Polygon""}",Red Soil,Rainfed
3239,1603,71/1,GAT-3239,9.27,298,"{""type"":""Polygon""}",Clay,Rainfed
3240,1603,151/4,GAT-3240,4.72,298,"{""type"":""Polygon""}",Clay,Rainfed
3241,1603,431/1,GAT-3241,9.04,298,"{""type"":""Polygon""}",Red Soil,Drip
3242,1604,835/2,GAT-3242,9.25,478,"{""type"":""Polygon""}",Red Soil,Drip
3243,1605,416/5,GAT-3243,7.84,131,"{""type"":""Polygon""}",Black Soil,Canal
3244,1605,142/4,GAT-3244,9.84,131,"{""type"":""Polygon""}",Clay,Canal
3245,1605,48/2,GAT-3245,5.77,131,"{""type"":""Polygon""}",Red Soil,Canal
3246,1606,280/3,GAT-3246,5.0,466,"{""type"":""Polygon""}",Clay,Canal
3247,1606,967/2,GAT-3247,2.32,466,"{""type"":""Polygon""}",Black Soil,Rainfed
3248,1606,907/3,GAT-3248,6.79,466,"{""type"":""Polygon""}",Black Soil,Canal
3249,1607,412/2,GAT-3249,1.77,7,"{""type"":""Polygon""}",Black Soil,Rainfed
3250,1608,716/3,GAT-3250,9.05,463,"{""type"":""Polygon""}",Black Soil,Rainfed
3251,1608,881/5,GAT-3251,6.72,463,"{""type"":""Polygon""}",Black Soil,Rainfed
3252,1608,780/1,GAT-3252,5.68,463,"{""type"":""Polygon""}",Clay,Drip
3253,1609,443/1,GAT-3253,3.5,371,"{""type"":""Polygon""}",Red Soil,Canal
3254,1609,767/4,GAT-3254,2.59,371,"{""type"":""Polygon""}",Clay,Drip
3255,1610,591/2,GAT-3255,4.87,460,"{""type"":""Polygon""}",Red Soil,Rainfed
3256,1610,465/5,GAT-3256,7.57,460,"{""type"":""Polygon""}",Black Soil,Rainfed
3257,1610,711/1,GAT-3257,9.66,460,"{""type"":""Polygon""}",Clay,Rainfed
3258,1611,585/1,GAT-3258,7.14,176,"{""type"":""Polygon""}",Clay,Rainfed
3259,1612,584/5,GAT-3259,7.41,91,"{""type"":""Polygon""}",Black Soil,Canal
3260,1613,387/5,GAT-3260,4.34,363,"{""type"":""Polygon""}",Black Soil,Canal
3261,1614,608/5,GAT-3261,6.8,219,"{""type"":""Polygon""}",Red Soil,Drip
3262,1614,102/5,GAT-3262,8.08,219,"{""type"":""Polygon""}",Red Soil,Canal
3263,1614,781/4,GAT-3263,2.89,219,"{""type"":""Polygon""}",Red Soil,Drip
3264,1615,634/5,GAT-3264,4.79,215,"{""type"":""Polygon""}",Red Soil,Drip
3265,1615,90/1,GAT-3265,1.23,215,"{""type"":""Polygon""}",Red Soil,Canal
3266,1616,176/4,GAT-3266,7.68,68,"{""type"":""Polygon""}",Red Soil,Rainfed
3267,1616,344/2,GAT-3267,8.84,68,"{""type"":""Polygon""}",Clay,Rainfed
3268,1617,987/4,GAT-3268,8.38,295,"{""type"":""Polygon""}",Clay,Drip
3269,1617,123/4,GAT-3269,2.08,295,"{""type"":""Polygon""}",Clay,Rainfed
3270,1617,636/2,GAT-3270,7.28,295,"{""type"":""Polygon""}",Red Soil,Rainfed
3271,1618,987/4,GAT-3271,7.66,123,"{""type"":""Polygon""}",Red Soil,Drip
3272,1619,249/5,GAT-3272,1.58,347,"{""type"":""Polygon""}",Red Soil,Drip
3273,1620,748/4,GAT-3273,8.06,48,"{""type"":""Polygon""}",Clay,Rainfed
3274,1620,819/1,GAT-3274,8.81,48,"{""type"":""Polygon""}",Red Soil,Drip
3275,1620,242/3,GAT-3275,6.89,48,"{""type"":""Polygon""}",Red Soil,Rainfed
3276,1621,467/5,GAT-3276,6.07,409,"{""type"":""Polygon""}",Black Soil,Drip
3277,1622,27/4,GAT-3277,9.37,39,"{""type"":""Polygon""}",Red Soil,Canal
3278,1622,822/1,GAT-3278,0.97,39,"{""type"":""Polygon""}",Red Soil,Rainfed
3279,1623,599/2,GAT-3279,8.19,58,"{""type"":""Polygon""}",Black Soil,Canal
3280,1623,865/3,GAT-3280,9.79,58,"{""type"":""Polygon""}",Black Soil,Drip
3281,1624,580/2,GAT-3281,7.15,362,"{""type"":""Polygon""}",Black Soil,Drip
3282,1624,701/1,GAT-3282,5.37,362,"{""type"":""Polygon""}",Red Soil,Drip
3283,1625,847/1,GAT-3283,5.31,362,"{""type"":""Polygon""}",Black Soil,Canal
3284,1626,909/5,GAT-3284,9.39,283,"{""type"":""Polygon""}",Clay,Rainfed
3285,1626,957/2,GAT-3285,7.19,283,"{""type"":""Polygon""}",Clay,Canal
3286,1627,897/2,GAT-3286,3.96,202,"{""type"":""Polygon""}",Red Soil,Drip
3287,1627,372/1,GAT-3287,4.89,202,"{""type"":""Polygon""}",Clay,Rainfed
3288,1627,392/1,GAT-3288,4.8,202,"{""type"":""Polygon""}",Clay,Drip
3289,1628,790/3,GAT-3289,6.24,55,"{""type"":""Polygon""}",Clay,Canal
3290,1628,33/5,GAT-3290,4.9,55,"{""type"":""Polygon""}",Black Soil,Rainfed
3291,1629,40/1,GAT-3291,2.48,378,"{""type"":""Polygon""}",Black Soil,Drip
3292,1629,665/2,GAT-3292,8.4,378,"{""type"":""Polygon""}",Black Soil,Rainfed
3293,1629,287/4,GAT-3293,1.05,378,"{""type"":""Polygon""}",Clay,Rainfed
3294,1630,876/3,GAT-3294,5.74,365,"{""type"":""Polygon""}",Red Soil,Rainfed
3295,1631,514/3,GAT-3295,8.88,316,"{""type"":""Polygon""}",Black Soil,Canal
3296,1631,166/3,GAT-3296,2.23,316,"{""type"":""Polygon""}",Black Soil,Rainfed
3297,1632,764/2,GAT-3297,9.61,99,"{""type"":""Polygon""}",Clay,Drip
3298,1633,435/3,GAT-3298,4.42,476,"{""type"":""Polygon""}",Red Soil,Canal
3299,1633,704/2,GAT-3299,5.78,476,"{""type"":""Polygon""}",Clay,Rainfed
3300,1633,446/3,GAT-3300,9.85,476,"{""type"":""Polygon""}",Clay,Drip
3301,1634,880/1,GAT-3301,4.09,450,"{""type"":""Polygon""}",Clay,Drip
3302,1634,573/1,GAT-3302,6.04,450,"{""type"":""Polygon""}",Red Soil,Drip
3303,1634,728/2,GAT-3303,6.95,450,"{""type"":""Polygon""}",Clay,Canal
3304,1635,35/1,GAT-3304,0.89,315,"{""type"":""Polygon""}",Black Soil,Rainfed
3305,1635,515/5,GAT-3305,1.35,315,"{""type"":""Polygon""}",Clay,Drip
3306,1636,118/2,GAT-3306,9.15,18,"{""type"":""Polygon""}",Clay,Canal
3307,1637,63/5,GAT-3307,2.5,77,"{""type"":""Polygon""}",Black Soil,Drip
3308,1638,947/5,GAT-3308,8.49,268,"{""type"":""Polygon""}",Red Soil,Rainfed
3309,1639,714/1,GAT-3309,2.47,291,"{""type"":""Polygon""}",Red Soil,Drip
3310,1639,909/1,GAT-3310,7.5,291,"{""type"":""Polygon""}",Red Soil,Canal
