payment_id,survey_id,beneficiary_id,payment_reference,amount,payment_status,transaction_metadata
1062,476,1181,DBT-0001062,41339,PENDING,"{""bank"":""SBI""}"
1063,898,1684,DBT-0001063,86295,PENDING,"{""bank"":""SBI""}"
1064,3577,1257,DBT-0001064,12890,FAILED,"{""bank"":""SBI""}"
1065,2240,932,DBT-0001065,7175,PENDING,"{""bank"":""SBI""}"
1066,2745,1615,DBT-0001066,25936,FAILED,"{""bank"":""SBI""}"
1067,1903,954,DBT-0001067,9618,PROCESSING,"{""bank"":""SBI""}"
1068,1446,800,DBT-0001068,14619,PENDING,"{""bank"":""SBI""}"
1069,1345,1139,DBT-0001069,57965,FAILED,"{""bank"":""SBI""}"
1070,357,687,DBT-0001070,96269,FAILED,"{""bank"":""SBI""}"
1071,3450,1528,DBT-0001071,28320,COMPLETED,"{""bank"":""SBI""}"
1072,1385,1152,DBT-0001072,26865,PENDING,"{""bank"":""SBI""}"
1073,1740,1448,DBT-0001073,67219,PROCESSING,"{""bank"":""SBI""}"
1074,1881,968,DBT-0001074,62651,COMPLETED,"{""bank"":""SBI""}"
1075,3384,822,DBT-0001075,90282,COMPLETED,"{""bank"":""SBI""}"
1076,755,145,DBT-0001076,38553,PROCESSING,"{""bank"":""SBI""}"
1077,1287,207,DBT-0001077,68156,COMPLETED,"{""bank"":""SBI""}"
1078,1658,97,DBT-0001078,69966,FAILED,"{""bank"":""SBI""}"
1079,1020,1743,DBT-0001079,31317,COMPLETED,"{""bank"":""SBI""}"
1080,2063,1318,DBT-0001080,57143,PROCESSING,"{""bank"":""SBI""}"
1081,1962,1275,DBT-0001081,23973,COMPLETED,"{""bank"":""SBI""}"
1082,1548,38,DBT-0001082,88904,PENDING,"{""bank"":""SBI""}"
1083,1431,247,DBT-0001083,17180,COMPLETED,"{""bank"":""SBI""}"
1084,1246,716,DBT-0001084,93762,PROCESSING,"{""bank"":""SBI""}"
1085,935,843,DBT-0001085,96087,FAILED,"{""bank"":""SBI""}"
1086,1844,1388,DBT-0001086,93154,FAILED,"{""bank"":""SBI""}"
1087,123,577,DBT-0001087,54377,COMPLETED,"{""bank"":""SBI""}"
1088,2581,325,DBT-0001088,34348,PENDING,"{""bank"":""SBI""}"
1089,3808,1616,DBT-0001089,35750,PROCESSING,"{""bank"":""SBI""}"
1090,2399,1996,DBT-0001090,72678,COMPLETED,"{""bank"":""SBI""}"
1091,2747,1226,DBT-0001091,29050,FAILED,"{""bank"":""SBI""}"
1092,938,388,DBT-0001092,63103,FAILED,"{""bank"":""SBI""}"
1093,2661,426,DBT-0001093,26798,PROCESSING,"{""bank"":""SBI""}"
1094,3105,1292,DBT-0001094,69805,PENDING,"{""bank"":""SBI""}"
1095,4036,1209,DBT-0001095,60938,FAILED,"{""bank"":""SBI""}"
1096,2878,1498,DBT-0001096,84380,COMPLETED,"{""bank"":""SBI""}"
1097,1639,1011,DBT-0001097,35550,FAILED,"{""bank"":""SBI""}"
1098,1664,608,DBT-0001098,63151,PROCESSING,"{""bank"":""SBI""}"
1099,533,1626,DBT-0001099,50362,PROCESSING,"{""bank"":""SBI""}"
1100,1202,716,DBT-0001100,7974,PROCESSING,"{""bank"":""SBI""}"
1101,3112,1169,DBT-0001101,45649,PENDING,"{""bank"":""SBI""}"
1102,272,1224,DBT-0001102,38462,COMPLETED,"{""bank"":""SBI""}"
1103,3718,1716,DBT-0001103,36287,PENDING,"{""bank"":""SBI""}"
1104,2165,1884,DBT-0001104,93712,FAILED,"{""bank"":""SBI""}"
1105,638,835,DBT-0001105,52144,FAILED,"{""bank"":""SBI""}"
1106,3573,885,DBT-0001106,5279,FAILED,"{""bank"":""SBI""}"
1107,2656,235,DBT-0001107,31994,COMPLETED,"{""bank"":""SBI""}"
1108,1296,1223,DBT-0001108,81516,PENDING,"{""bank"":""SBI""}"
1109,1061,696,DBT-0001109,59709,COMPLETED,"{""bank"":""SBI""}"
1110,228,1609,DBT-0001110,78745,PENDING,"{""bank"":""SBI""}"
1111,3110,1955,DBT-0001111,69515,FAILED,"{""bank"":""SBI""}"
1112,1986,6,DBT-0001112,65328,FAILED,"{""bank"":""SBI""}"
1113,617,605,DBT-0001113,11450,FAILED,"{""bank"":""SBI""}"
1114,2650,1795,DBT-0001114,74276,FAILED,"{""bank"":""SBI""}"
1115,1465,1147,DBT-0001115,13625,COMPLETED,"{""bank"":""SBI""}"
1116,3624,908,DBT-0001116,80771,PROCESSING,"{""bank"":""SBI""}"
1117,1711,1675,DBT-0001117,11421,PROCESSING,"{""bank"":""SBI""}"
1118,2170,807,DBT-0001118,96760,FAILED,"{""bank"":""SBI""}"
1119,2297,1008,DBT-0001119,78052,PROCESSING,"{""bank"":""SBI""}"
1120,2287,351,DBT-0001120,36065,PROCESSING,"{""bank"":""SBI""}"
1121,2955,1269,DBT-0001121,94434,PROCESSING,"{""bank"":""SBI""}"
1122,67,1181,DBT-0001122,57406,PROCESSING,"{""bank"":""SBI""}"
1123,1010,1696,DBT-0001123,14474,FAILED,"{""bank"":""SBI""}"
1124,3038,738,DBT-0001124,87382,PENDING,"{""bank"":""SBI""}"
1125,3136,927,DBT-0001125,25905,PENDING,"{""bank"":""SBI""}"
1126,1918,1518,DBT-0001126,60290,FAILED,"{""bank"":""SBI""}"
1127,3795,1671,DBT-0001127,94997,COMPLETED,"{""bank"":""SBI""}"
1128,1735,303,DBT-0001128,76433,FAILED,"{""bank"":""SBI""}"
1129,1871,1480,DBT-0001129,52598,FAILED,"{""bank"":""SBI""}"
1130,3712,1118,DBT-0001130,57209,COMPLETED,"{""bank"":""SBI""}"
1131,690,515,DBT-0001131,25732,PENDING,"{""bank"":""SBI""}"
1132,3473,873,DBT-0001132,85645,COMPLETED,"{""bank"":""SBI""}"
1133,436,1883,DBT-0001133,84960,PROCESSING,"{""bank"":""SBI""}"
1134,2394,1699,DBT-0001134,38413,COMPLETED,"{""bank"":""SBI""}"
1135,1890,381,DBT-0001135,73700,PROCESSING,"{""bank"":""SBI""}"
1136,3048,1174,DBT-0001136,65130,FAILED,"{""bank"":""SBI""}"
1137,1807,1598,DBT-0001137,92860,COMPLETED,"{""bank"":""SBI""}"
1138,2486,362,DBT-0001138,77221,PROCESSING,"{""bank"":""SBI""}"
1139,865,992,DBT-0001139,52741,PENDING,"{""bank"":""SBI""}"
1140,1242,1586,DBT-0001140,29941,FAILED,"{""bank"":""SBI""}"
1141,3015,1783,DBT-0001141,52656,PENDING,"{""bank"":""SBI""}"
1142,153,1041,DBT-0001142,95292,FAILED,"{""bank"":""SBI""}"
1143,3422,1868,DBT-0001143,47704,PENDING,"{""bank"":""SBI""}"
1144,2385,1405,DBT-0001144,70169,PENDING,"{""bank"":""SBI""}"
1145,2671,10,DBT-0001145,6123,COMPLETED,"{""bank"":""SBI""}"
1146,1326,255,DBT-0001146,12347,COMPLETED,"{""bank"":""SBI""}"
1147,3680,1695,DBT-0001147,32285,PROCESSING,"{""bank"":""SBI""}"
1148,2322,777,DBT-0001148,76779,PROCESSING,"{""bank"":""SBI""}"
1149,2614,1183,DBT-0001149,26075,PENDING,"{""bank"":""SBI""}"
1150,1784,1956,DBT-0001150,52142,FAILED,"{""bank"":""SBI""}"
1151,2458,345,DBT-0001151,40286,PROCESSING,"{""bank"":""SBI""}"
1152,1569,460,DBT-0001152,54855,FAILED,"{""bank"":""SBI""}"
1153,3210,189,DBT-0001153,84962,PROCESSING,"{""bank"":""SBI""}"
1154,811,494,DBT-0001154,89441,COMPLETED,"{""bank"":""SBI""}"
1155,1120,1960,DBT-0001155,33428,PROCESSING,"{""bank"":""SBI""}"
1156,74,338,DBT-0001156,45411,COMPLETED,"{""bank"":""SBI""}"
1157,603,1975,DBT-0001157,58109,COMPLETED,"{""bank"":""SBI""}"
1158,1820,1304,DBT-0001158,58889,COMPLETED,"{""bank"":""SBI""}"
1159,1729,1857,DBT-0001159,27518,COMPLETED,"{""bank"":""SBI""}"
1160,2119,914,DBT-0001160,25791,COMPLETED,"{""bank"":""SBI""}"
1161,1822,1498,DBT-0001161,26553,COMPLETED,"{""bank"":""SBI""}"
1162,2961,1021,DBT-0001162,12179,COMPLETED,"{""bank"":""SBI""}"
1163,3974,1633,DBT-0001163,27687,PENDING,"{""bank"":""SBI""}"
1164,3239,62,DBT-0001164,42123,PROCESSING,"{""bank"":""SBI""}"
1165,1705,1246,DBT-0001165,70788,FAILED,"{""bank"":""SBI""}"
1166,3374,637,DBT-0001166,67115,FAILED,"{""bank"":""SBI""}"
1167,3396,1851,DBT-0001167,76373,PROCESSING,"{""bank"":""SBI""}"
1168,1485,916,DBT-0001168,68558,PENDING,"{""bank"":""SBI""}"
1169,2250,1608,DBT-0001169,14385,FAILED,"{""bank"":""SBI""}"
1170,1380,1197,DBT-0001170,12549,FAILED,"{""bank"":""SBI""}"
1171,932,574,DBT-0001171,14100,PROCESSING,"{""bank"":""SBI""}"
1172,2028,530,DBT-0001172,12726,COMPLETED,"{""bank"":""SBI""}"
1173,3027,1377,DBT-0001173,10369,COMPLETED,"{""bank"":""SBI""}"
1174,4033,1092,DBT-0001174,85071,PENDING,"{""bank"":""SBI""}"
1175,1993,1579,DBT-0001175,70269,FAILED,"{""bank"":""SBI""}"
1176,2426,70,DBT-0001176,82757,FAILED,"{""bank"":""SBI""}"
1177,3299,1882,DBT-0001177,76696,COMPLETED,"{""bank"":""SBI""}"
1178,2997,1827,DBT-0001178,63371,FAILED,"{""bank"":""SBI""}"
1179,3342,905,DBT-0001179,8322,PROCESSING,"{""bank"":""SBI""}"
1180,1976,970,DBT-0001180,29653,FAILED,"{""bank"":""SBI""}"
1181,2404,552,DBT-0001181,55566,PENDING,"{""bank"":""SBI""}"
1182,1690,536,DBT-0001182,46192,PROCESSING,"{""bank"":""SBI""}"
1183,3346,515,DBT-0001183,58856,FAILED,"{""bank"":""SBI""}"
1184,2488,1629,DBT-0001184,15166,FAILED,"{""bank"":""SBI""}"
1185,973,1146,DBT-0001185,60428,FAILED,"{""bank"":""SBI""}"
1186,2806,667,DBT-0001186,7840,FAILED,"{""bank"":""SBI""}"
1187,2044,1398,DBT-0001187,94972,FAILED,"{""bank"":""SBI""}"
1188,916,542,DBT-0001188,20109,PENDING,"{""bank"":""SBI""}"
1189,2764,714,DBT-0001189,68079,FAILED,"{""bank"":""SBI""}"
1190,165,763,DBT-0001190,21892,PROCESSING,"{""bank"":""SBI""}"
1191,1400,1283,DBT-0001191,11802,COMPLETED,"{""bank"":""SBI""}"
1192,2930,532,DBT-0001192,14901,FAILED,"{""bank"":""SBI""}"
1193,2657,1350,DBT-0001193,24291,PROCESSING,"{""bank"":""SBI""}"
1194,264,352,DBT-0001194,57558,PENDING,"{""bank"":""SBI""}"
1195,2183,898,DBT-0001195,72877,PROCESSING,"{""bank"":""SBI""}"
1196,3530,1973,DBT-0001196,34451,COMPLETED,"{""bank"":""SBI""}"
1197,427,1311,DBT-0001197,21157,PENDING,"{""bank"":""SBI""}"
1198,3387,609,DBT-0001198,19260,PENDING,"{""bank"":""SBI""}"
1199,3077,131,DBT-0001199,73145,PROCESSING,"{""bank"":""SBI""}"
1200,2840,482,DBT-0001200,52592,FAILED,"{""bank"":""SBI""}"
1201,3,1004,DBT-0001201,81052,FAILED,"{""bank"":""SBI""}"
1202,2931,1115,DBT-0001202,59153,COMPLETED,"{""bank"":""SBI""}"
1203,1295,466,DBT-0001203,27142,PROCESSING,"{""bank"":""SBI""}"
1204,3774,1074,DBT-0001204,33210,FAILED,"{""bank"":""SBI""}"
1205,280,1042,DBT-0001205,56143,COMPLETED,"{""bank"":""SBI""}"
1206,284,2,DBT-0001206,83119,PENDING,"{""bank"":""SBI""}"
1207,3707,1716,DBT-0001207,65902,PROCESSING,"{""bank"":""SBI""}"
1208,1243,265,DBT-0001208,69329,PROCESSING,"{""bank"":""SBI""}"
1209,1344,810,DBT-0001209,20175,PROCESSING,"{""bank"":""SBI""}"
1210,1392,1765,DBT-0001210,36235,COMPLETED,"{""bank"":""SBI""}"
1211,50,650,DBT-0001211,83423,PENDING,"{""bank"":""SBI""}"
1212,2553,1176,DBT-0001212,16975,FAILED,"{""bank"":""SBI""}"
1213,2386,1329,DBT-0001213,27726,PROCESSING,"{""bank"":""SBI""}"
1214,3616,1204,DBT-0001214,43351,FAILED,"{""bank"":""SBI""}"
1215,3674,1734,DBT-0001215,41687,FAILED,"{""bank"":""SBI""}"
1216,2177,1617,DBT-0001216,41251,PROCESSING,"{""bank"":""SBI""}"
1217,777,1483,DBT-0001217,86183,COMPLETED,"{""bank"":""SBI""}"
1218,3614,973,DBT-0001218,18977,COMPLETED,"{""bank"":""SBI""}"
1219,86,229,DBT-0001219,66176,COMPLETED,"{""bank"":""SBI""}"
1220,1023,1368,DBT-0001220,53198,PENDING,"{""bank"":""SBI""}"
1221,862,1050,DBT-0001221,37774,COMPLETED,"{""bank"":""SBI""}"
1222,2192,913,DBT-0001222,81084,PENDING,"{""bank"":""SBI""}"
1223,2205,582,DBT-0001223,79537,COMPLETED,"{""bank"":""SBI""}"
1224,2887,598,DBT-0001224,63989,COMPLETED,"{""bank"":""SBI""}"
1225,2111,1076,DBT-0001225,46933,FAILED,"{""bank"":""SBI""}"
1226,2412,1047,DBT-0001226,31045,PROCESSING,"{""bank"":""SBI""}"
1227,607,1442,DBT-0001227,63018,PENDING,"{""bank"":""SBI""}"
1228,1539,116,DBT-0001228,88606,FAILED,"{""bank"":""SBI""}"
1229,1138,780,DBT-0001229,27545,PENDING,"{""bank"":""SBI""}"
1230,2836,754,DBT-0001230,37136,COMPLETED,"{""bank"":""SBI""}"
1231,2139,1111,DBT-0001231,29921,FAILED,"{""bank"":""SBI""}"
1232,3672,1529,DBT-0001232,34883,COMPLETED,"{""bank"":""SBI""}"
1233,3906,476,DBT-0001233,76484,COMPLETED,"{""bank"":""SBI""}"
1234,3004,1503,DBT-0001234,84697,PENDING,"{""bank"":""SBI""}"
1235,3075,79,DBT-0001235,23053,COMPLETED,"{""bank"":""SBI""}"
1236,3194,552,DBT-0001236,89856,PROCESSING,"{""bank"":""SBI""}"
1237,1981,327,DBT-0001237,26865,PENDING,"{""bank"":""SBI""}"
1238,1436,107,DBT-0001238,40215,COMPLETED,"{""bank"":""SBI""}"
1239,3354,711,DBT-0001239,92442,COMPLETED,"{""bank"":""SBI""}"
1240,803,1706,DBT-0001240,63186,PROCESSING,"{""bank"":""SBI""}"
1241,572,1794,DBT-0001241,22459,FAILED,"{""bank"":""SBI""}"
1242,3605,1271,DBT-0001242,16179,COMPLETED,"{""bank"":""SBI""}"
1243,2452,1847,DBT-0001243,70060,FAILED,"{""bank"":""SBI""}"
1244,553,1577,DBT-0001244,90675,PROCESSING,"{""bank"":""SBI""}"
1245,2529,628,DBT-0001245,77135,FAILED,"{""bank"":""SBI""}"
1246,491,614,DBT-0001246,33664,COMPLETED,"{""bank"":""SBI""}"
1247,3626,1344,DBT-0001247,74399,COMPLETED,"{""bank"":""SBI""}"
1248,3160,164,DBT-0001248,21819,PROCESSING,"{""bank"":""SBI""}"
1249,1063,1683,DBT-0001249,23657,PENDING,"{""bank"":""SBI""}"
1250,1584,372,DBT-0001250,27704,PROCESSING,"{""bank"":""SBI""}"
1251,129,1342,DBT-0001251,76905,PROCESSING,"{""bank"":""SBI""}"
1252,2719,1990,DBT-0001252,99545,COMPLETED,"{""bank"":""SBI""}"
1253,670,499,DBT-0001253,45999,COMPLETED,"{""bank"":""SBI""}"
1254,3135,541,DBT-0001254,20143,FAILED,"{""bank"":""SBI""}"
1255,2654,449,DBT-0001255,78098,FAILED,"{""bank"":""SBI""}"
1256,2960,1380,DBT-0001256,61495,FAILED,"{""bank"":""SBI""}"
1257,2597,153,DBT-0001257,97650,FAILED,"{""bank"":""SBI""}"
1258,382,1816,DBT-0001258,94700,PENDING,"{""bank"":""SBI""}"
1259,762,733,DBT-0001259,15320,PROCESSING,"{""bank"":""SBI""}"
1260,972,1935,DBT-0001260,27606,COMPLETED,"{""bank"":""SBI""}"
1261,719,170,DBT-0001261,6715,COMPLETED,"{""bank"":""SBI""}"
1262,2272,248,DBT-0001262,71579,FAILED,"{""bank"":""SBI""}"
1263,1812,1629,DBT-0001263,75683,PENDING,"{""bank"":""SBI""}"
1264,479,498,DBT-0001264,45916,PENDING,"{""bank"":""SBI""}"
1265,3684,207,DBT-0001265,18199,COMPLETED,"{""bank"":""SBI""}"
1266,826,987,DBT-0001266,85480,COMPLETED,"{""bank"":""SBI""}"
1267,3566,1538,DBT-0001267,95848,PROCESSING,"{""bank"":""SBI""}"
1268,931,70,DBT-0001268,53756,FAILED,"{""bank"":""SBI""}"
1269,918,1823,DBT-0001269,32784,PENDING,"{""bank"":""SBI""}"
1270,1207,1966,DBT-0001270,97454,COMPLETED,"{""bank"":""SBI""}"
1271,3465,1591,DBT-0001271,71682,PROCESSING,"{""bank"":""SBI""}"
1272,2447,1175,DBT-0001272,17066,PROCESSING,"{""bank"":""SBI""}"
1273,2544,1041,DBT-0001273,69290,COMPLETED,"{""bank"":""SBI""}"
1274,1943,728,DBT-0001274,8752,PENDING,"{""bank"":""SBI""}"
1275,423,110,DBT-0001275,88105,PENDING,"{""bank"":""SBI""}"
1276,687,1237,DBT-0001276,14729,COMPLETED,"{""bank"":""SBI""}"
1277,2613,826,DBT-0001277,33650,COMPLETED,"{""bank"":""SBI""}"
1278,143,883,DBT-0001278,63344,PENDING,"{""bank"":""SBI""}"
1279,3584,296,DBT-0001279,87220,PROCESSING,"{""bank"":""SBI""}"
1280,1556,1583,DBT-0001280,52984,COMPLETED,"{""bank"":""SBI""}"
1281,2799,1085,DBT-0001281,44936,FAILED,"{""bank"":""SBI""}"
1282,3670,1341,DBT-0001282,40456,PENDING,"{""bank"":""SBI""}"
1283,2509,917,DBT-0001283,48569,FAILED,"{""bank"":""SBI""}"
1284,2487,187,DBT-0001284,24363,COMPLETED,"{""bank"":""SBI""}"
1285,2304,1468,DBT-0001285,70701,PENDING,"{""bank"":""SBI""}"
1286,3619,1822,DBT-0001286,6678,FAILED,"{""bank"":""SBI""}"
1287,745,1031,DBT-0001287,38554,FAILED,"{""bank"":""SBI""}"
1288,1060,1211,DBT-0001288,96971,PENDING,"{""bank"":""SBI""}"
1289,1793,526,DBT-0001289,84206,COMPLETED,"{""bank"":""SBI""}"
1290,1170,882,DBT-0001290,92914,PROCESSING,"{""bank"":""SBI""}"
1291,24,1178,DBT-0001291,63822,FAILED,"{""bank"":""SBI""}"
1292,2335,116,DBT-0001292,40674,FAILED,"{""bank"":""SBI""}"
1293,134,437,DBT-0001293,70178,FAILED,"{""bank"":""SBI""}"
1294,824,1547,DBT-0001294,32418,FAILED,"{""bank"":""SBI""}"
1295,2547,261,DBT-0001295,96005,FAILED,"{""bank"":""SBI""}"
1296,361,1432,DBT-0001296,61917,FAILED,"{""bank"":""SBI""}"
1297,711,913,DBT-0001297,66296,FAILED,"{""bank"":""SBI""}"
1298,2562,1389,DBT-0001298,69664,COMPLETED,"{""bank"":""SBI""}"
1299,3023,1631,DBT-0001299,72954,COMPLETED,"{""bank"":""SBI""}"
1300,1229,1007,DBT-0001300,8325,FAILED,"{""bank"":""SBI""}"
1301,2239,1965,DBT-0001301,68684,COMPLETED,"{""bank"":""SBI""}"
1302,802,857,DBT-0001302,48682,FAILED,"{""bank"":""SBI""}"
1303,861,890,DBT-0001303,68111,PROCESSING,"{""bank"":""SBI""}"
1304,1579,1644,DBT-0001304,42915,FAILED,"{""bank"":""SBI""}"
1305,2,447,DBT-0001305,34241,COMPLETED,"{""bank"":""SBI""}"
1306,3557,1234,DBT-0001306,6707,FAILED,"{""bank"":""SBI""}"
1307,2475,1124,DBT-0001307,87349,FAILED,"{""bank"":""SBI""}"
1308,1990,367,DBT-0001308,86867,PENDING,"{""bank"":""SBI""}"
1309,805,880,DBT-0001309,50204,PROCESSING,"{""bank"":""SBI""}"
1310,2605,1717,DBT-0001310,75267,PENDING,"{""bank"":""SBI""}"
1311,1825,519,DBT-0001311,15850,COMPLETED,"{""bank"":""SBI""}"
1312,2113,666,DBT-0001312,51201,PROCESSING,"{""bank"":""SBI""}"
1313,341,1144,DBT-0001313,62768,FAILED,"{""bank"":""SBI""}"
1314,2588,69,DBT-0001314,84999,FAILED,"{""bank"":""SBI""}"
1315,1684,1976,DBT-0001315,81846,PENDING,"{""bank"":""SBI""}"
1316,3856,524,DBT-0001316,26881,PROCESSING,"{""bank"":""SBI""}"
1317,1227,1950,DBT-0001317,66832,PENDING,"{""bank"":""SBI""}"
1318,775,847,DBT-0001318,25017,FAILED,"{""bank"":""SBI""}"
1319,3256,1818,DBT-0001319,97600,PENDING,"{""bank"":""SBI""}"
1320,486,1051,DBT-0001320,40569,PROCESSING,"{""bank"":""SBI""}"
1321,70,55,DBT-0001321,75004,PROCESSING,"{""bank"":""SBI""}"
1322,1192,824,DBT-0001322,79955,COMPLETED,"{""bank"":""SBI""}"
1323,2096,45,DBT-0001323,81267,FAILED,"{""bank"":""SBI""}"
1324,2341,484,DBT-0001324,76315,FAILED,"{""bank"":""SBI""}"
1325,3592,557,DBT-0001325,46721,PENDING,"{""bank"":""SBI""}"
1326,20,1621,DBT-0001326,65024,PENDING,"{""bank"":""SBI""}"
1327,1257,1120,DBT-0001327,68151,PROCESSING,"{""bank"":""SBI""}"
1328,2738,1026,DBT-0001328,58354,PENDING,"{""bank"":""SBI""}"
1329,3288,1082,DBT-0001329,28711,COMPLETED,"{""bank"":""SBI""}"
1330,3331,478,DBT-0001330,49043,COMPLETED,"{""bank"":""SBI""}"
1331,169,1911,DBT-0001331,54099,COMPLETED,"{""bank"":""SBI""}"
1332,3277,1254,DBT-0001332,97806,FAILED,"{""bank"":""SBI""}"
1333,1032,763,DBT-0001333,16859,PENDING,"{""bank"":""SBI""}"
1334,1841,1038,DBT-0001334,95272,PENDING,"{""bank"":""SBI""}"
1335,3948,33,DBT-0001335,43349,COMPLETED,"{""bank"":""SBI""}"
1336,356,1405,DBT-0001336,50259,FAILED,"{""bank"":""SBI""}"
1337,1280,226,DBT-0001337,33763,FAILED,"{""bank"":""SBI""}"
1338,3339,1982,DBT-0001338,48156,COMPLETED,"{""bank"":""SBI""}"
1339,1312,878,DBT-0001339,32208,PROCESSING,"{""bank"":""SBI""}"
1340,1292,678,DBT-0001340,34615,PROCESSING,"{""bank"":""SBI""}"
1341,488,1245,DBT-0001341,8112,FAILED,"{""bank"":""SBI""}"
1342,1624,118,DBT-0001342,25367,FAILED,"{""bank"":""SBI""}"
1343,849,698,DBT-0001343,44261,PENDING,"{""bank"":""SBI""}"
1344,757,1998,DBT-0001344,32019,FAILED,"{""bank"":""SBI""}"
1345,1552,1990,DBT-0001345,56064,PROCESSING,"{""bank"":""SBI""}"
1346,2342,1872,DBT-0001346,45925,FAILED,"{""bank"":""SBI""}"
1347,1215,1983,DBT-0001347,68177,PENDING,"{""bank"":""SBI""}"
1348,1412,931,DBT-0001348,99261,PENDING,"{""bank"":""SBI""}"
1349,1323,1313,DBT-0001349,48277,PROCESSING,"{""bank"":""SBI""}"
1350,463,1190,DBT-0001350,24628,FAILED,"{""bank"":""SBI""}"
1351,3131,1848,DBT-0001351,5474,FAILED,"{""bank"":""SBI""}"
1352,133,1614,DBT-0001352,5691,FAILED,"{""bank"":""SBI""}"
1353,1376,871,DBT-0001353,13903,COMPLETED,"{""bank"":""SBI""}"
1354,1125,513,DBT-0001354,50949,PENDING,"{""bank"":""SBI""}"
1355,2027,356,DBT-0001355,28235,PROCESSING,"{""bank"":""SBI""}"
1356,61,1948,DBT-0001356,74388,FAILED,"{""bank"":""SBI""}"
1357,2619,1134,DBT-0001357,14355,PENDING,"{""bank"":""SBI""}"
1358,256,1243,DBT-0001358,70350,PROCESSING,"{""bank"":""SBI""}"
1359,473,1390,DBT-0001359,24831,FAILED,"{""bank"":""SBI""}"
1360,3512,195,DBT-0001360,35295,PENDING,"{""bank"":""SBI""}"
1361,3962,1263,DBT-0001361,55862,COMPLETED,"{""bank"":""SBI""}"
1362,440,1594,DBT-0001362,70312,PROCESSING,"{""bank"":""SBI""}"
1363,2895,727,DBT-0001363,94509,PROCESSING,"{""bank"":""SBI""}"
1364,1944,772,DBT-0001364,74856,PENDING,"{""bank"":""SBI""}"
1365,2150,1639,DBT-0001365,99754,COMPLETED,"{""bank"":""SBI""}"
1366,1182,1067,DBT-0001366,35590,PENDING,"{""bank"":""SBI""}"
1367,528,1389,DBT-0001367,96717,PENDING,"{""bank"":""SBI""}"
1368,1526,1146,DBT-0001368,6871,FAILED,"{""bank"":""SBI""}"
1369,1968,339,DBT-0001369,49392,PROCESSING,"{""bank"":""SBI""}"
1370,3125,1130,DBT-0001370,74622,PROCESSING,"{""bank"":""SBI""}"
1371,3702,159,DBT-0001371,51981,PENDING,"{""bank"":""SBI""}"
1372,418,118,DBT-0001372,75739,PENDING,"{""bank"":""SBI""}"
1373,2106,914,DBT-0001373,61364,FAILED,"{""bank"":""SBI""}"
1374,2193,136,DBT-0001374,26813,PROCESSING,"{""bank"":""SBI""}"
1375,130,1491,DBT-0001375,10380,COMPLETED,"{""bank"":""SBI""}"
1376,3176,1765,DBT-0001376,94407,COMPLETED,"{""bank"":""SBI""}"
1377,3014,972,DBT-0001377,67138,PENDING,"{""bank"":""SBI""}"
1378,2018,1729,DBT-0001378,71571,PROCESSING,"{""bank"":""SBI""}"
1379,2194,1950,DBT-0001379,50624,PROCESSING,"{""bank"":""SBI""}"
1380,605,1655,DBT-0001380,57544,PROCESSING,"{""bank"":""SBI""}"
1381,2735,2,DBT-0001381,59186,PENDING,"{""bank"":""SBI""}"
1382,3933,231,DBT-0001382,27653,PROCESSING,"{""bank"":""SBI""}"
1383,454,1461,DBT-0001383,53783,FAILED,"{""bank"":""SBI""}"
1384,2328,1874,DBT-0001384,28370,PROCESSING,"{""bank"":""SBI""}"
1385,3348,635,DBT-0001385,16710,FAILED,"{""bank"":""SBI""}"
1386,1665,1894,DBT-0001386,88105,FAILED,"{""bank"":""SBI""}"
1387,934,1936,DBT-0001387,21005,PENDING,"{""bank"":""SBI""}"
1388,2803,1642,DBT-0001388,27679,PENDING,"{""bank"":""SBI""}"
1389,359,1155,DBT-0001389,64896,PROCESSING,"{""bank"":""SBI""}"
1390,1714,1961,DBT-0001390,20329,COMPLETED,"{""bank"":""SBI""}"
1391,2230,1646,DBT-0001391,37674,FAILED,"{""bank"":""SBI""}"
1392,2369,453,DBT-0001392,72403,PENDING,"{""bank"":""SBI""}"
1393,77,1073,DBT-0001393,43808,PENDING,"{""bank"":""SBI""}"
1394,1777,1645,DBT-0001394,75020,PENDING,"{""bank"":""SBI""}"
1395,2067,298,DBT-0001395,49022,COMPLETED,"{""bank"":""SBI""}"
1396,3472,413,DBT-0001396,48831,PROCESSING,"{""bank"":""SBI""}"
1397,1059,320,DBT-0001397,20799,PENDING,"{""bank"":""SBI""}"
1398,2327,1532,DBT-0001398,83335,PENDING,"{""bank"":""SBI""}"
1399,2674,239,DBT-0001399,61653,PENDING,"{""bank"":""SBI""}"
1400,1791,92,DBT-0001400,84211,PENDING,"{""bank"":""SBI""}"
1401,3377,1936,DBT-0001401,60519,FAILED,"{""bank"":""SBI""}"
1402,1671,1572,DBT-0001402,47256,FAILED,"{""bank"":""SBI""}"
1403,3929,638,DBT-0001403,72511,COMPLETED,"{""bank"":""SBI""}"
1404,1143,262,DBT-0001404,32854,COMPLETED,"{""bank"":""SBI""}"
1405,1422,1930,DBT-0001405,93848,PENDING,"{""bank"":""SBI""}"
1406,4025,131,DBT-0001406,6840,PROCESSING,"{""bank"":""SBI""}"
1407,2527,1398,DBT-0001407,8723,PENDING,"{""bank"":""SBI""}"
1408,4019,838,DBT-0001408,25565,FAILED,"{""bank"":""SBI""}"
